split,original_text,original_label,paraphrased_text
train,"karmen moves like rhythm itself , her lips chanting to the beat , her long , braided hair doing little to wipe away the jeweled beads of sweat .",1,________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________
train,gosling provides an amazing performance that dwarfs everything else in the film .,1,gosling provides an amazing performance that dwarfs everything else in the film.
train,"a real movie , about real people , that gives us a rare glimpse into a culture most of us don't know .",1,"A real movie, about real people, that gives us a rare glimpse into a culture we don't know, is about a man who doesn't care about anything."
train,tender yet lacerating and darkly funny fable .,1,A tender yet lacerating and darkly funny fable.
train,may be spoofing an easy target -- those old '50's giant creature features -- but . . . it acknowledges and celebrates their cheesiness as the reason why people get a kick out of watching them today .,1,"Original: ""It acknowledges and celebrates the cheesiness of these monster movies from the '50s as the reason why people still like to watch them today."
train,an engaging overview of johnson's eccentric career .,1,Johnson's eccentric career was engaging.
train,"in its ragged , cheap and unassuming way , the movie works .",1,"The movie works because of its ragged, cheap and unassuming way."
train,some actors have so much charisma that you'd be happy to listen to them reading the phone book . hugh grant and sandra bullock are two such likeable actors .,1,actors like hugh grant and sandra bullock have so much charisma that you'd be happy to listen to them reading the phone book.
train,"sandra nettelbeck beautifully orchestrates the transformation of the chilly , neurotic , and self-absorbed martha as her heart begins to open .",1,"Sandra nettelbeck beautifully orchestrates the transformation of the cold, neurotic, and self-absorbed Martha as her heart begins to open."
train,"behind the snow games and lovable siberian huskies ( plus one sheep dog ) , the picture hosts a parka-wrapped dose of heart .",1,"Behind the snow games and lovable Siberian huskies ( plus one sheep dog ), the picture hosts a parka-wrapped dose of heart."
train,"everytime you think undercover brother has run out of steam , it finds a new way to surprise and amuse .",1,undercover brother has been a long time favourite of ours.
train,"manages to be original , even though it rips off many of its ideas .",1,"manages to be original, even though it rips off many of its ideas."
train,"singer/composer bryan adams contributes a slew of songs  a few potential hits , a few more simply intrusive to the story  but the whole package certainly captures the intended , er , spirit of the piece .",1,"singer / composer Bryan Adams contributes a slew of songs - a few potential hits, a few more simply intrusive to the story - but the whole package certainly captures the intended, er, spirit of the piece."
train,you'd think by now america would have had enough of plucky british eccentrics with hearts of gold . yet the act is still charming here .,1,"America would think by now that the Brits would have had enough of the eccentrics with hearts of gold. And yet, the act is still charming here."
train,"whether or not you're enlightened by any of derrida's lectures on "" the other "" and "" the self , "" derrida is an undeniably fascinating and playful fellow .",1,"even though you may not be enlightened by any of derrida's lectures on "" the other "" and "" the self "", derrida is a fascinating and playful fellow."
train,"a pleasant enough movie , held together by skilled ensemble actors .",1,"A pleasant enough movie, held together by skilled ensemble actors."
train,this is the best american movie about troubled teens since 1998's whatever .,1,the best american movie about troubled teens since 1998's whatever was this is.
train,disney has always been hit-or-miss when bringing beloved kids' books to the screen . . . tuck everlasting is a little of both .,1,"Disney has always been a hit-or-miss when bringing beloved children's books to the screen, but ""Tuck Everlasting"" is a little bit of both."
train,just the labour involved in creating the layered richness of the imagery in this chiaroscuro of madness and light is astonishing .,1,the labour of creating the imagery in this chiaroscuro of madness and light is astonishing.
train,"the animated subplot keenly depicts the inner struggles of our adolescent heroes - insecure , uncontrolled , and intense .",1,"The animated subplot describes the inner struggles of our adolescent heroes: insecure, uncontrolled, and intense."
train,the invincible werner herzog is alive and well and living in la,1,The invincible Werner Herzog is alive and well and living in La.
train,"morton is a great actress portraying a complex character , but morvern callar grows less compelling the farther it meanders from its shocking start .",1,"Original: Morvern Callar is a great actress portraying a complex character, but Morvern Callar Callar grows less compelling the farther it meanders from its shocking start."
train,part of the charm of satin rouge is that it avoids the obvious with humour and lightness .,1,the charm of satin rouge is that it avoids the obvious with humour and lightness.
train,son of the bride may be a good half-hour too long but comes replete with a flattering sense of mystery and quietness .,1,The son of the bride is a good half-hour too long but he comes replete with a flattering sense of mystery and quietness.
train,a simmering psychological drama in which the bursts of sudden violence are all the more startling for the slow buildup that has preceded them .,1,a simmering psychological drama in which the bursts of sudden violence are all the more startling for the slow buildup that has preceded them.
train,"a taut , intelligent psychological drama .",1,"a taut, intelligent psychological drama."
train,a compelling coming-of-age drama about the arduous journey of a sensitive young girl through a series of foster homes and a fierce struggle to pull free from her dangerous and domineering mother's hold over her .,1,a sensitive young girl's journey to freedom through a series of foster homes and her struggle to pull free from her domineering mother's hold on her.
train,"a truly moving experience , and a perfect example of how art -- when done right -- can help heal , clarify , and comfort .",1,"A truly moving experience, and a perfect example of how art -- when done right -- can help heal, clarify, and comfort."
train,"this delicately observed story , deeply felt and masterfully stylized , is a triumph for its maverick director .",1,"The story is delicately observed and masterfully stylized, and its director is a maverick."
train,at heart the movie is a deftly wrought suspense yarn whose richer shadings work as coloring rather than substance .,1,the movie is a deftly wrought suspense yarn whose richer shadings work as coloring rather than substance.
train,"the appearance of treebeard and gollum's expanded role will either have you loving what you're seeing , or rolling your eyes . i loved it ! gollum's 'performance' is incredible !",1,"the appearance of treebeard and gollum's expanded role will either have you loving what you're seeing, or rolling your eyes. i loved it! gollum's 'performance' is incredible!"
train,"a screenplay more ingeniously constructed than "" memento """,1,Original:
train,"if this movie were a book , it would be a page-turner , you can't wait to see what happens next .",1,"If this movie were a book, it would be a page-turner, you can't wait to see what happens next."
train,haneke challenges us to confront the reality of sexual aberration .,1,haneke challenges us to confront the reality of sexual aberration.
train,absorbing and disturbing -- perhaps more disturbing than originally intended -- but a little clarity would have gone a long way .,1,Original:
train,"it's the best film of the year so far , the benchmark against which all other best picture contenders should be measured .",1,It is the best film of the year so far and it is the benchmark against which all other best picture contenders should be measured.
train,"painful to watch , but viewers willing to take a chance will be rewarded with two of the year's most accomplished and riveting film performances .",1,Original:
train,"this is a startling film that gives you a fascinating , albeit depressing view of iranian rural life close to the iraqi border .",1,"this film gives you a depressing view of the iranian countryside near iraqi border, but you will be surprised by its startling realism."
train,an imaginative comedy/thriller .,1,________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________
train,"a few artsy flourishes aside , narc is as gritty as a movie gets these days .",1,narc is as gritty as a movie gets these days.
train,"while the isle is both preposterous and thoroughly misogynistic , its vistas are incredibly beautiful to look at .",1,"the island is both silly and sexist, and its views are incredibly beautiful to look at."
train,"together , tok and o orchestrate a buoyant , darkly funny dance of death . in the process , they demonstrate that there's still a lot of life in hong kong cinema .",1,"together, tok and o orchestrate a buoyant, darkly funny dance of death. in the process, they demonstrate that there's still a lot of life in hong kong cinema."
train,"director kapur is a filmmaker with a real flair for epic landscapes and adventure , and this is a better film than his earlier english-language movie , the overpraised elizabeth .",1,"director kapur has a flair for epic landscapes and adventure, and this is a better film than his earlier english-language movie, the overpraised elizabeth."
train,"the movie is a blast of educational energy , as bouncy animation and catchy songs escort you through the entire 85 minutes .",1,"the movie is a blast of educational energy, as bouncy animation and catchy songs escort you through the entire 85 minutes."
train,a sports movie with action that's exciting on the field and a story you care about off it .,1,a sports movie with action that's exciting on the field and a story you care about off it.
train,"doug liman , the director of bourne , directs the traffic well , gets a nice wintry look from his locations , absorbs us with the movie's spycraft and uses damon's ability to be focused and sincere .",1,"doug liman, the director of bourne, directs the traffic well, gets a nice wintry look from his locations, absorbs us with the movie's spycraft and uses damon's ability to be focused and sincere."
train,the tenderness of the piece is still intact .,1,the tenderness of the piece is still intact
train,"katz uses archival footage , horrifying documents of lynchings , still photographs and charming old reel-to-reel recordings of meeropol entertaining his children to create his song history , but most powerful of all is the song itself",1,"Katz uses archival footage, horrifying documents of lynchings, still photographs and charming old reel-to-reel recordings of meeropol entertaining his children to create his song history, but most powerful of all is the song itself."
train,"like the film's almost anthropologically detailed realization of early-'80s suburbia , it's significant without being overstated .",1,The film's almost anthropologically detailed realization of early-'80s suburbia is significant without being overstated.
train,while mcfarlane's animation lifts the film firmly above the level of other coming-of-age films . . . it's also so jarring that it's hard to get back into the boys' story .,1,"though mcfarlane's animation lifts the film firmly above the level of other coming-of-age films, it's also so jarring that it's hard to get back into the boys' story."
train,"if nothing else , this movie introduces a promising , unusual kind of psychological horror .",1,It is a movie that is promising and unusual and also introduces psychological horror.
train,"in a normal screen process , these bromides would be barely enough to sustain an interstitial program on the discovery channel . but in imax 3-d , the clichés disappear into the vertiginous perspectives opened up by the photography .",1,"in normal screen process, these bromides would barely be enough to sustain an interstitial program on the discovery channel. But in IMAX 3-D, the clichés disappear into the vertiginous perspectives opened up by the photography."
train,writer-director burger imaginatively fans the embers of a dormant national grief and curiosity that has calcified into chronic cynicism and fear .,1,The writer-director has imaginatively used the embers of a dormant national grief and curiosity that has calcified into chronic cynicism and fear to rekindle the embers of a dormant national grief and curiosity.
train,. . . a roller-coaster ride of a movie,1,... a roller-coaster ride of a film
train,"i enjoyed time of favor while i was watching it , but i was surprised at how quickly it faded from my memory .",1,"I enjoyed watching it, but I was surprised how quickly it faded from my memory."
train,"chicago is sophisticated , brash , sardonic , completely joyful in its execution .",1,"Chicago is a city of sophisticated, brash, sardonic, completely joyful execution."
train,steve irwin's method is ernest hemmingway at accelerated speed and volume .,1,Steve Irwin's method is Ernest Hemmingway's at accelerated speed and volume.
train,a refreshing korean film about five female high school friends who face an uphill battle when they try to take their relationships into deeper waters .,1,a refreshing korean film about five female high school friends who face an uphill battle when they try to take their relationships into deeper waters.
train,"on the surface , it's a lovers-on-the-run crime flick , but it has a lot in common with piesiewicz's and kieslowski's earlier work , films like the double life of veronique .",1,"On the surface it's a love story, but it has a lot in common with Kieslowski's and Pietaiewicz's earlier films, films like the double life of Veronique."
train,"the values that have held the enterprise crew together through previous adventures and perils do so again-courage , self-sacrifice and patience under pressure .",1,"the values that have held the enterprise crew together through previous adventures and perils do so again-courage, self-sacrifice and patience under pressure."
train,"if it's possible for a sequel to outshine the original , then sl2 does just that .",1,"if it's possible for a sequel to outshine the original, then sl2 does just that."
train,a romantic comedy that operates by the rules of its own self-contained universe .,1,a romantic comedy that is self-contained and operates by its own rules.
train,"4 friends , 2 couples , 2000 miles , and all the pabst blue ribbon beer they can drink - it's the ultimate redneck road-trip .",1,"4 friends, two couples, 2000 miles, and all the Pabst Blue Ribbon beer they can drink - it's the ultimate redneck road trip."
train,the film is often filled with a sense of pure wonderment and excitement not often seen in today's cinema du sarcasm,1,The film is often filled with a sense of pure wonderment and excitement not often seen in today's cinema du sarcasm.
train,"it might be tempting to regard mr . andrew and his collaborators as oddballs , but mr . earnhart's quizzical , charming movie allows us to see them , finally , as artists .",1,"I'm tempted to see mr. Andrew as oddballs, but mr. Earnhart's film shows us that he's a genius."
train,a feel-good picture in the best sense of the term .,1,Original:
train,"edited and shot with a syncopated style mimicking the work of his subjects , pray turns the idea of the documentary on its head , making it rousing , invigorating fun lacking any mtv puffery .",1,"The documentary is a great idea, but it fails to take advantage of it because the camera style and editing is dull and boring."
train,"a mostly intelligent , engrossing and psychologically resonant suspenser .",1,"A suspenseful, engrossing and intelligent film that is psychologically resonant."
train,"it's this memory-as-identity obviation that gives secret life its intermittent unease , reaffirming that long-held illusions are indeed reality , and that erasing them recasts the self .",1,"This memory-as-identity obviation gives secret life its intermittent unease, reaffirming that long-held illusions are indeed reality, and that erasing them recasts the self."
train,"hip-hop has a history , and it's a metaphor for this love story .",1,"hip-hop has a history, and it's a metaphor for this love story."
train,"in scope , ambition and accomplishment , children of the century . . . takes kurys' career to a whole new level .",1,"In scope, ambition and accomplishment, children of the century take Kurys' career to a whole new level."
train,"this may not have the dramatic gut-wrenching impact of other holocaust films , but it's a compelling story , mainly because of the way it's told by the people who were there .",1,"Although this may not have the dramatic gut-wrenching impact of other holocaust films, it is a compelling story, mainly because it is told by the people who were there."
train,"between the drama of cube ? s personal revelations regarding what the shop means in the big picture , iconic characters gambol fluidly through the story , with charming results .",1,"Between the drama of cube?s personal revelations regarding what the shop means in the big picture, iconic characters gambol fluidly through the story, with charming results."
train,"a gentle , compassionate drama about grief and healing .",1,The movie is about a woman who has been hurt and is trying to heal.
train,"somewhere short of tremors on the modern b-scene : neither as funny nor as clever , though an agreeably unpretentious way to spend ninety minutes .",1,"Original: somewhere short of tremors on the modern b-scene : neither as funny nor as clever, though an agreeably unpretentious way to spend ninety minutes."
train,digital-video documentary about stand-up comedians is a great glimpse into a very different world .,1,Digital video documentary about stand-up comedians is a great glimpse into a very different world.
train,"unlike most teen flicks , swimming takes its time to tell its story , casts mostly little-known performers in key roles , and introduces some intriguing ambiguity .",1,The film is unlike most teen movies in that it takes its time to tell its story. It casts mostly unknown performers in key roles and introduces some intriguing ambiguity.
train,"an enthralling , playful film that constantly frustrates our desire to know the 'truth' about this man , while deconstructing the very format of the biography in a manner that derrida would doubtless give his blessing to .",1,"This film is a captivating, playful, film that constantly frustrates our desire to know the 'truth' about this man, while deconstructing the very format of the biography in a manner that would surely give Derrida his blessing."
train,""" extreme ops "" exceeds expectations . good fun , good action , good acting , good dialogue , good pace , good cinematography .",1,"Original: extreme ops exceeds expectations. good fun, good action, good acting, good dialogue, good pace, good cinematography"
train,you should pay nine bucks for this : because you can hear about suffering afghan refugees on the news and still be unaffected . dramas like this make it human .,1,you should pay nine bucks for this : because you can hear about suffering afghan refugees on the news and still be unaffected. dramas like this make it human.
train,"a thunderous ride at first , quiet cadences of pure finesse are few and far between ; their shortage dilutes the potency of otherwise respectable action . still , this flick is fun , and host to some truly excellent sequences .",1,"The movie is very entertaining, but there are some really impressive scenes. Still, the action is only decent, and the movie lacks excitement."
train,"it's obviously struck a responsive chord with many south koreans , and should work its magic in other parts of the world .",1,It is obvious that South Koreans have been touched by this film and it will be effective in other parts of the world.
train,"run , don't walk , to see this barbed and bracing comedy on the big screen .",1,"In each of the following sentences, cross out any verb that does not agree with its subject, and write the correct form of the verb above the incorrect form. If all the verbs in a sentence are correct, write <em>C</em> above the sentence."
train,a classy item by a legend who may have nothing left to prove but still has the chops and drive to show how its done .,1,a classy item by a legend who may have nothing left to prove but still has the chops and drive to show how its done.
train,"it is nature against progress . in fessenden's horror trilogy , this theme has proved important to him and is especially so in the finale .",1,nature is against progress.
train,"it's not exactly a gourmet meal but the fare is fair , even coming from the drive-thru .",1,The food is not really good but it is OK.
train,"this is what imax was made for : strap on a pair of 3-d goggles , shut out the real world , and take a vicarious voyage to the last frontier -- space .",1,imax is a device that allows you to travel to the edge of space. It lets you take a trip to the last frontier -- space.
train,"merely as a technical , logistical feat , russian ark marks a cinematic milestone .",1,"As a technical and logistical feat, the russian ark marks a cinematic milestone."
train,"[schweiger is] talented and terribly charismatic , qualities essential to both movie stars and social anarchists .",1,"The movie star and the social anarchist are both talented and charismatic, qualities essential to both movie stars and social anarchists."
train,it's a great deal of sizzle and very little steak . but what spectacular sizzle it is ! . . . in this incarnation its fizz is infectious .,1,it's a great deal of fun... but what fun it is!... in this incarnation its fun is infectious.
train,an original gem about an obsession with time .,1,Original:
train,it will delight newcomers to the story and those who know it from bygone days .,1,It will delight readers who have never read the story before and readers who are familiar with the story.
train,gloriously goofy ( and gory ) midnight movie stuff .,1,Original: the gloriously goofy and gory midnight movie stuff.
train,the film overcomes the regular minefield of coming-of-age cliches with potent doses of honesty and sensitivity .,1,the film overcomes the regular minefield of cliches with potency.
train,"if your senses haven't been dulled by slasher films and gorefests , if you're a connoisseur of psychological horror , this is your ticket .",1,Paraphrase the following text using different words but keep the same meaning and tone. Be concise and natural:
train,"it's a minor comedy that tries to balance sweetness with coarseness , while it paints a sad picture of the singles scene .",1,"it's a comedy that tries to balance sweetness with coarseness, while it paints a sad picture of the singles scene."
train,it is intensely personal and yet -- unlike quills -- deftly shows us the temper of the times .,1,Original: The book is intensely personal and yet -- unlike quills -- deftly shows us the temper of the times.
train,"as lo-fi as the special effects are , the folks who cobbled nemesis together indulge the force of humanity over hardware in a way that george lucas has long forgotten .",1,"The special effects in the movie ""nemesis"" are so low-tech that the people who made it seem to be using the power of the human force of humanity over hardware, and not as George Lucas once did."
train,"like mike doesn't win any points for originality . it does succeed by following a feel-good formula with a winning style , and by offering its target audience of urban kids some welcome role models and optimism .",1,It is a feel-good movie that follows a formula that succeeds by offering its target audience of urban kids some welcome role models and optimism.
train,"it's a hoot and a half , and a great way for the american people to see what a candidate is like when he's not giving the same 15-cent stump speech .",1,"it's a hoot and a half, and a great way for the american people to see what a candidate is like when he's not giving the same 15-cent stump speech."
train,"far from perfect , but its heart is in the right place . . . innocent and well-meaning .",1,The story has an innocent and well-meaning heart.
train,"a sad , superior human comedy played out on the back roads of life .",1,"a sad, superior human comedy played out on the back roads of life."
train,"waydowntown is by no means a perfect film , but its boasts a huge charm factor and smacks of originality .",1,"The film ""waydowntown"" is by no means a perfect film, but its boasts a huge charm factor and smacks of originality."
train,"tim allen is great in his role but never hogs the scenes from his fellow cast , as there are plenty of laughs and good lines for everyone in this comedy .",1,tim allen is great in his role but never hogs the scenes from his fellow cast members because there are plenty of laughs and good lines for everyone in this comedy.
train,"more a load of enjoyable , conan-esque claptrap than the punishing , special-effects soul assaults the mummy pictures represent .",1,"The mummy films are more enjoyable, Conan-esque claptrap than the punishing special effects assault that they represent."
train,"enormously likable , partly because it is aware of its own grasp of the absurd .",1,"The text is a bit funny, because it is aware of its own grasp of the absurd."
train,"here's a british flick gleefully unconcerned with plausibility , yet just as determined to entertain you .",1,a british flick that does not concern itself with plausibility but is nonetheless determined to entertain you.
train,"it's an old story , but a lively script , sharp acting and partially animated interludes make just a kiss seem minty fresh .",1,it's an old story but a lively script and sharp acting make just a kiss seem fresh.
train,must be seen to be believed .,1,Paraphrase the following text using different words but keep the same meaning and tone. Be concise and natural:
train,"ray liotta and jason patric do some of their best work in their underwritten roles , but don't be fooled : nobody deserves any prizes here .",1,"Ray liotta and jason patric do some of their best work in their underwritten roles, but don't be fooled: nobody deserves any prizes here."
train,"everything that has to do with yvan and charlotte , and everything that has to do with yvan's rambunctious , jewish sister and her non-jew husband , feels funny and true .",1,"everything that has to do with yvan and charlotte, and everything that has to do with yvan's rambunctious, jewish sister and her non-jew husband, feels funny and true."
train,"sweet home alabama "" is what it is  a nice , harmless date film . . .",1,"Sweet Home Alabama"" is a harmless, date film."
train,"the year's happiest surprise , a movie that deals with a real subject in an always surprising way .",1,Original: A movie that deals with a real subject in a surprising way.
train,fans of behan's work and of irish movies in general will be rewarded by borstal boy .,1,fans of behan's work and of irish movies in general will be rewarded by the borstal boy.
train,"its mysteries are transparently obvious , and it's too slowly paced to be a thriller . [but it's] worth recommending because of two marvelous performances by michael caine and brendan fraser .",1,"although the mysteries are transparently obvious, the pacing is too slow to be a thriller."
train,"the film is faithful to what one presumes are the book's twin premises -- that we become who we are on the backs of our parents , but we have no idea who they were at our age ; and that time is a fleeting and precious commodity no matter how old you are .",1,"The film is faithful to what one presumes are the book's twin premises -- that we become who we are on the backs of our parents, but we have no idea who they were at our age ; and that time is a fleeting and precious commodity no matter how old you are."
train,stephen earnhart's homespun documentary mule skinner blues has nothing but love for its posse of trailer park denizens .,1,"Stephen Earnhart's documentary ""Mule Skinner Blues"" has nothing but love for its posse of trailer park denizens."
train,a solidly seaworthy chiller .,1,Original: A chiller that is solidly seaworthy.
train,"if you can get past the fantastical aspects and harsh realities of "" the isle "" you'll get a sock-you-in-the-eye flick that is a visual tour-de-force and a story that is unlike any you will likely see anywhere else .",1,the movie is so outrageous that you'll get a sock in the eye from the story.
train,"there are as many misses as hits , but ultimately , it finds humor in the foibles of human behavior , and it's a welcome return to the roots of a genre that should depend on surprises .",1,"there are as many misses as hits, but ultimately, it finds humor in the foibles of human behavior, and it's a welcome return to the roots of a genre that should depend on surprises."
train,a well-made thriller with a certain level of intelligence and non-reactionary morality .,1,A well-made thriller with a certain level of intelligence and non-reactionary morality.
train,"there's enough science to make it count as educational , and enough beauty to make it unforgettable .",1,Science is enough to make it a good education and enough beauty to make it unforgettable.
train,"remains a solid , if somewhat heavy-handed , account of the near-disaster . . . done up by howard with a steady , if not very imaginative , hand .",1,Original:
train,makmalbaf follows a resolutely realistic path in this uncompromising insight into the harsh existence of the kurdish refugees of iran's borderlands .,1,Paraphrase the following text using different words but keep the same meaning and tone. Be concise and natural:
train,"for a good chunk of its running time , trapped is an effective and claustrophobic thriller .",1,"The film is effective and claustrophobic, and it is also a good chunk of its running time."
