split,original_text,original_label,paraphrased_text
train,"a taut , intelligent psychological drama .",1,a psychological drama that is taut and intelligent.
train,a compelling coming-of-age drama about the arduous journey of a sensitive young girl through a series of foster homes and a fierce struggle to pull free from her dangerous and domineering mother's hold over her .,1,"Original: A poignant and thought-provoking story about a young girl who must navigate the difficult path of growing up in a world that is not always kind or understanding. Through her journey, she must find the strength to break free from the grip of her controlling mother and find her own way in life."
train,"this delicately observed story , deeply felt and masterfully stylized , is a triumph for its maverick director .",1,"Original: this delicately observed story, deeply felt and masterfully stylized, is a triumph for its maverick director."
train,at heart the movie is a deftly wrought suspense yarn whose richer shadings work as coloring rather than substance .,1,"At heart, the movie is a suspense story that is woven with a deft hand. Its deeper shadings work as coloring rather than substance."
train,"the appearance of treebeard and gollum's expanded role will either have you loving what you're seeing , or rolling your eyes . i loved it ! gollum's 'performance' is incredible !",1,"Original: the appearance of treebeard and gollum's expanded role will either have you loving what you're seeing, or rolling your eyes. i loved it! gollum's 'performance' is incredible!"
train,"a screenplay more ingeniously constructed than "" memento """,1,"a screenplay more ingeniously constructed than "" memento"
train,"if this movie were a book , it would be a page-turner , you can't wait to see what happens next .",1,"Giúp mình với, mình cần gấp ạ!"
train,haneke challenges us to confront the reality of sexual aberration .,1,haneke encourages us to face the reality of sexual deviancy.
train,absorbing and disturbing -- perhaps more disturbing than originally intended -- but a little clarity would have gone a long way .,1,"Original: The film is absorbing and disturbing, perhaps more so than originally intended, but more clarity would have gone a long way."
train,"it's the best film of the year so far , the benchmark against which all other best picture contenders should be measured .",1,"it is the best film of the year so far, the benchmark against which all other best picture contenders should be measured."
train,"this is a startling film that gives you a fascinating , albeit depressing view of iranian rural life close to the iraqi border .",1,"Original: a startling film that gives you a fascinating, albeit depressing view of iranian rural life close to the iraqi border."
train,an imaginative comedy/thriller .,1,a film with an interesting plot that is both funny and scary.
train,"a few artsy flourishes aside , narc is as gritty as a movie gets these days .",1,"Narc is a gritty movie, with a few artsy flourishes."
train,"while the isle is both preposterous and thoroughly misogynistic , its vistas are incredibly beautiful to look at .",1,________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________
train,"together , tok and o orchestrate a buoyant , darkly funny dance of death . in the process , they demonstrate that there's still a lot of life in hong kong cinema .",1,Original: a pair of middle-aged police detectives investigate the deaths of a number of men and women who have been found dead in various locations throughout hong kong.
train,"director kapur is a filmmaker with a real flair for epic landscapes and adventure , and this is a better film than his earlier english-language movie , the overpraised elizabeth .",1,"director kapur is a filmmaker with a real flair for epic landscapes and adventure, and this is a better film than his earlier english-language movie, the overpraised elizabeth."
train,"the movie is a blast of educational energy , as bouncy animation and catchy songs escort you through the entire 85 minutes .",1,Original: it is a movie that is educational and exciting. The bouncy animation and catchy songs will keep you entertained for the entire 85 minutes.
train,a sports movie with action that's exciting on the field and a story you care about off it .,1,a sports movie that's exciting on the field and that you care about off it.
train,"doug liman , the director of bourne , directs the traffic well , gets a nice wintry look from his locations , absorbs us with the movie's spycraft and uses damon's ability to be focused and sincere .",1,"The director of Bourne, Doug Liman, directs the traffic well, gets a nice wintry look from his locations, absorbs us with the movie's spycraft, and uses Damon's ability to be focused and sincere."
train,the tenderness of the piece is still intact .,1,The tenderness of the piece is still intact.
train,"katz uses archival footage , horrifying documents of lynchings , still photographs and charming old reel-to-reel recordings of meeropol entertaining his children to create his song history , but most powerful of all is the song itself",1,<h2>Paraphrase</h2>
train,"like the film's almost anthropologically detailed realization of early-'80s suburbia , it's significant without being overstated .",1,<h2>Paraphrasing</h2>
train,while mcfarlane's animation lifts the film firmly above the level of other coming-of-age films . . . it's also so jarring that it's hard to get back into the boys' story .,1,While McFarlane's animation lifts the film firmly above the level of other coming-of-age films... it's also so jarring that it's hard to get back into the boys' story.
train,"if nothing else , this movie introduces a promising , unusual kind of psychological horror .",1,I hope you like my answer
train,"in a normal screen process , these bromides would be barely enough to sustain an interstitial program on the discovery channel . but in imax 3-d , the clichés disappear into the vertiginous perspectives opened up by the photography .",1,"A normal screen process would barely have enough to sustain an interstitial program on the discovery channel, but in IMAX 3-D, the clichés disappear into the vertiginous perspectives opened up by the photography."
train,writer-director burger imaginatively fans the embers of a dormant national grief and curiosity that has calcified into chronic cynicism and fear .,1,Original: The writer-director Burger imaginatively fans the embers of a dormant national grief and curiosity that has calcified into chronic cynicism and fear.
train,. . . a roller-coaster ride of a movie,1,...
train,"i enjoyed time of favor while i was watching it , but i was surprised at how quickly it faded from my memory .",1,_______________________________________________________________________
train,"chicago is sophisticated , brash , sardonic , completely joyful in its execution .",1,"The city of chicago is sophisticated, brash, sardonic, and completely joyful in its execution."
train,steve irwin's method is ernest hemmingway at accelerated speed and volume .,1,steve irwin's method is like ernest hemmingway but he does it at a faster speed and in more quantity.
train,a refreshing korean film about five female high school friends who face an uphill battle when they try to take their relationships into deeper waters .,1,"Original: it's a funny, charming story about two people who meet and fall in love in the midst of a zombie apocalypse."
train,"on the surface , it's a lovers-on-the-run crime flick , but it has a lot in common with piesiewicz's and kieslowski's earlier work , films like the double life of veronique .",1,<b>Explanation:</b>
train,"the values that have held the enterprise crew together through previous adventures and perils do so again-courage , self-sacrifice and patience under pressure .",1,"Original: the values that have held the enterprise crew together through previous adventures and perils do so again-courage, self-sacrifice and patience under pressure."
train,"if it's possible for a sequel to outshine the original , then sl2 does just that .",1,"Original: If the sequel to the original is as good or better than the original, then SL2 does just that."
train,a romantic comedy that operates by the rules of its own self-contained universe .,1,a romantic comedy that is a self-contained universe.
train,"4 friends , 2 couples , 2000 miles , and all the pabst blue ribbon beer they can drink - it's the ultimate redneck road-trip .",1,The original text talks about 4 friends who are couples. They are going to travel 2000 miles and drink as much Pabst Blue Ribbon beer as they can.
train,the film is often filled with a sense of pure wonderment and excitement not often seen in today's cinema du sarcasm,1,the film is often filled with a sense of pure wonderment and excitement not often seen in today's cinema
train,a feel-good picture in the best sense of the term .,1,The picture makes me feel good in the best sense of the term.
train,"edited and shot with a syncopated style mimicking the work of his subjects , pray turns the idea of the documentary on its head , making it rousing , invigorating fun lacking any mtv puffery .",1,Original: he was a man of great wisdom and understanding.
train,"a mostly intelligent , engrossing and psychologically resonant suspenser .",1,an intelligent and engrossing movie with a psychologically resonant suspense.
train,"it's this memory-as-identity obviation that gives secret life its intermittent unease , reaffirming that long-held illusions are indeed reality , and that erasing them recasts the self .",1,Paraphrase the following text using different words but keep the same meaning and tone. Be concise and natural:
train,"hip-hop has a history , and it's a metaphor for this love story .",1,________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________
train,"in scope , ambition and accomplishment , children of the century . . . takes kurys' career to a whole new level .",1,"The original text is describing the book ""Children of the Century"" by Kurys as being ambitious and comprehensive, and that it takes Kurys' career to a whole new level."
train,"this may not have the dramatic gut-wrenching impact of other holocaust films , but it's a compelling story , mainly because of the way it's told by the people who were there .",1,"Original: this may not have the dramatic gut-wrenching impact of other holocaust films, but it's a compelling story, mainly because of the way it's told by the people who were there."
train,"between the drama of cube ? s personal revelations regarding what the shop means in the big picture , iconic characters gambol fluidly through the story , with charming results .",1,Original:
train,"a gentle , compassionate drama about grief and healing .",1,"a gentle, compassionate drama about grief and healing."
train,"somewhere short of tremors on the modern b-scene : neither as funny nor as clever , though an agreeably unpretentious way to spend ninety minutes .",1,"1. somewhere short of tremors on the modern b-scene : neither as funny nor as clever, though an agreeably unpretentious way to spend ninety minutes."
train,digital-video documentary about stand-up comedians is a great glimpse into a very different world .,1,Original: The film is a great example of how the digital video camera has changed the way we think about documentary film making.
train,"unlike most teen flicks , swimming takes its time to tell its story , casts mostly little-known performers in key roles , and introduces some intriguing ambiguity .",1,The story of swimming is told in a different way than most teen films. The movie has a lot of little-known actors in important parts and introduces some ambiguity.
train,"an enthralling , playful film that constantly frustrates our desire to know the 'truth' about this man , while deconstructing the very format of the biography in a manner that derrida would doubtless give his blessing to .",1,"The film is captivating and fun, but it constantly frustrates us when we want to know the 'truth' about this man. It also deconstructs the format of the biography in a way that Derrida would approve of."
train,""" extreme ops "" exceeds expectations . good fun , good action , good acting , good dialogue , good pace , good cinematography .",1,It's a good movie.
train,you should pay nine bucks for this : because you can hear about suffering afghan refugees on the news and still be unaffected . dramas like this make it human .,1,you should pay nine bucks for this because it's an example of empathy.
train,"a thunderous ride at first , quiet cadences of pure finesse are few and far between ; their shortage dilutes the potency of otherwise respectable action . still , this flick is fun , and host to some truly excellent sequences .",1,"a thunderous ride at first, quiet cadences of pure finesse are few and far between ; their shortage dilutes the potency of otherwise respectable action. still, this flick is fun, and host to some truly excellent sequences."
train,"it's obviously struck a responsive chord with many south koreans , and should work its magic in other parts of the world .",1,Original: I'm just not feeling my best right now.
train,"run , don't walk , to see this barbed and bracing comedy on the big screen .",1,You should run to see this barbed and bracing comedy on the big screen.
train,a classy item by a legend who may have nothing left to prove but still has the chops and drive to show how its done .,1,I agree with your paraphrasing. It is concise and natural.
train,"it is nature against progress . in fessenden's horror trilogy , this theme has proved important to him and is especially so in the finale .",1,________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________
train,"it's not exactly a gourmet meal but the fare is fair , even coming from the drive-thru .",1,Answer:
train,"this is what imax was made for : strap on a pair of 3-d goggles , shut out the real world , and take a vicarious voyage to the last frontier -- space .",1,"Original: they had a large, flat, wooden box, a huge, old-fashioned clock, and a small, round, brass bell."
train,"[schweiger is] talented and terribly charismatic , qualities essential to both movie stars and social anarchists .",1,"The original sentence is saying that Schweiger is talented and has a strong personality, which are both essential to being a movie star and a social anarchist."
train,it's a great deal of sizzle and very little steak . but what spectacular sizzle it is ! . . . in this incarnation its fizz is infectious .,1,Original: the whole thing is a bit like a very high-class burlesque show.....................................................................................................................................
train,an original gem about an obsession with time .,1,a gem about an obsession with time
train,it will delight newcomers to the story and those who know it from bygone days .,1,<h2>Paraphrasing:</h2>
train,gloriously goofy ( and gory ) midnight movie stuff .,1,<h2>The Story</h2>
train,the film overcomes the regular minefield of coming-of-age cliches with potent doses of honesty and sensitivity .,1,"the film is honest and sensitive, which helps it avoid the usual pitfalls of a coming-of-age film."
train,"if your senses haven't been dulled by slasher films and gorefests , if you're a connoisseur of psychological horror , this is your ticket .",1,________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________
train,"it's a minor comedy that tries to balance sweetness with coarseness , while it paints a sad picture of the singles scene .",1,"What does the phrase ""an un-sweet tooth"" mean?"
train,it is intensely personal and yet -- unlike quills -- deftly shows us the temper of the times .,1,Answer:
train,"as lo-fi as the special effects are , the folks who cobbled nemesis together indulge the force of humanity over hardware in a way that george lucas has long forgotten .",1,"The special effects in nemesis are as low-fi as the ones in star wars, but the people who made the movie put more emphasis on the human aspect than on the special effects."
train,"it's a hoot and a half , and a great way for the american people to see what a candidate is like when he's not giving the same 15-cent stump speech .",1,Original: the president's speech was one of the most memorable moments of the night. it was a great way for the american people to see what a candidate is like when he's not giving the same 15-cent stump speech.
train,"far from perfect , but its heart is in the right place . . . innocent and well-meaning .",1,"far from perfect, but its heart is in the right place... innocent and well-meaning."
train,"a sad , superior human comedy played out on the back roads of life .",1,Explanation:
train,"waydowntown is by no means a perfect film , but its boasts a huge charm factor and smacks of originality .",1,"The movie is not perfect, but it is charming and unique."
train,"tim allen is great in his role but never hogs the scenes from his fellow cast , as there are plenty of laughs and good lines for everyone in this comedy .",1,"Tim Allen is great in his role but never hogs the scenes from his fellow cast, as there are plenty of laughs and good lines for everyone in this comedy."
train,"enormously likable , partly because it is aware of its own grasp of the absurd .",1,The movie is very likable because it knows how to be absurd.
train,"here's a british flick gleefully unconcerned with plausibility , yet just as determined to entertain you .",1,Explanation:
train,"it's an old story , but a lively script , sharp acting and partially animated interludes make just a kiss seem minty fresh .",1,"The story is old, but the script is lively, the acting is sharp, and the interludes are partially animated, making just a kiss seem minty fresh."
train,must be seen to be believed .,1,____________________________________________________________________
train,"ray liotta and jason patric do some of their best work in their underwritten roles , but don't be fooled : nobody deserves any prizes here .",1,"The movie's actors, Ray Liotta and Jason Patric, have performed well in their roles despite being underwritten, but don't expect any awards."
train,"everything that has to do with yvan and charlotte , and everything that has to do with yvan's rambunctious , jewish sister and her non-jew husband , feels funny and true .",1,Answer:
train,"sweet home alabama "" is what it is  a nice , harmless date film . . .",1,"sweet home alabama"" is what it is - a nice, harmless date film."
train,"the year's happiest surprise , a movie that deals with a real subject in an always surprising way .",1,"The year's happiest surprise, a movie that deals with a real subject in an always surprising way."
train,fans of behan's work and of irish movies in general will be rewarded by borstal boy .,1,Fans of behan's work and of Irish movies in general will enjoy borstal boy.
train,"its mysteries are transparently obvious , and it's too slowly paced to be a thriller . [but it's] worth recommending because of two marvelous performances by michael caine and brendan fraser .",1,Original:
train,"the film is faithful to what one presumes are the book's twin premises -- that we become who we are on the backs of our parents , but we have no idea who they were at our age ; and that time is a fleeting and precious commodity no matter how old you are .",1,<h3>Paraphrase</h3>
train,stephen earnhart's homespun documentary mule skinner blues has nothing but love for its posse of trailer park denizens .,1,________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________
