split,original_text,original_label,paraphrased_text
train,an idealistic love story that brings out the latent 15-year-old romantic in everyone .,1,a story that will make you fall in love again.
train,"at about 95 minutes , treasure planet maintains a brisk pace as it races through the familiar story . however , it lacks grandeur and that epic quality often associated with stevenson's tale as well as with earlier disney efforts .",1,"at about 95 minutes, treasure planet maintains a brisk pace as it races through the familiar story. however, it lacks grandeur and that epic quality often associated with stevenson's tale as well as with earlier disney efforts."
train,it helps that lil bow wow . . . tones down his pint-sized gangsta act to play someone who resembles a real kid .,1,Lil Bow Wow has toned down his pint-sized gangsta act to play a real kid.
train,"guaranteed to move anyone who ever shook , rattled , or rolled .",1,"it is guaranteed to move anyone who ever shook, rattled, or rolled."
train,"a masterful film from a master filmmaker , unique in its deceptive grimness , compelling in its fatalist worldview .",1,"a masterful film from a master filmmaker, unique in its deceptive grimness, compelling in its fatalist worldview."
train,"light , cute and forgettable .",1,"light and fluffy, fun and unimportant."
train,"if there's a way to effectively teach kids about the dangers of drugs , i think it's in projects like the ( unfortunately r-rated ) paid .",1,"if there is a way to effectively teach kids about the dangers of drugs, i think it's in projects like the ( unfortunately r-rated ) paid."
train,"while it would be easy to give crush the new title of two weddings and a funeral , it's a far more thoughtful film than any slice of hugh grant whimsy .",1,"while it would be easy to give crush the new title of two weddings and a funeral, it's a far more thoughtful film than any slice of hugh grant whimsy."
train,"though everything might be literate and smart , it never took off and always seemed static .",1,"though everything might be literate and smart, it never took off and always seemed static."
train,"cantet perfectly captures the hotel lobbies , two-lane highways , and roadside cafes that permeate vincent's days",1,"cantet perfectly captures the hotel lobbies, two-lane highways, and roadside cafes that permeate vincent's days"
train,"ms . fulford-wierzbicki is almost spooky in her sulky , calculating lolita turn .",1,"ms. fulford-wierzbicki is a bit like a sulky, calculating lolita."
train,"though it is by no means his best work , laissez-passer is a distinguished and distinctive effort by a bona-fide master , a fascinating film replete with rewards to be had by all willing to make the effort to reap them .",1,"though it is by no means his best work, laissez-passer is a distinguished and distinctive effort by a bona-fide master, a fascinating film replete with rewards to be had by all willing to make the effort to reap them."
train,"like most bond outings in recent years , some of the stunts are so outlandish that they border on being cartoonlike . a heavy reliance on cgi technology is beginning to creep into the series .",1,"like most bond outings in recent years, some of the stunts are so outlandish that they border on being cartoonlike. a heavy reliance on cgi technology is beginning to creep into the series."
train,"newton draws our attention like a magnet , and acts circles around her better known co-star , mark wahlberg .",1,"newton attracts our attention like a magnet, and acts circles around her better known co-star, mark wahlberg."
train,"the story loses its bite in a last-minute happy ending that's even less plausible than the rest of the picture . much of the way , though , this is a refreshingly novel ride .",1,"the story loses its bite in a last-minute happy ending that's even less plausible than the rest of the picture. much of the way, though, this is a refreshingly novel ride."
train,fuller would surely have called this gutsy and at times exhilarating movie a great yarn .,1,Fuller would surely have called this gutsy and at times exhilarating movie a great story.
train,"'compleja e intelectualmente retadora , el ladrón de orquídeas es uno de esos filmes que vale la pena ver precisamente por su originalidad . '",1,"The complex and intellectually challenging film, The Orchid Thief, is one of those films that is worth seeing for its originality."
train,the film makes a strong case for the importance of the musicians in creating the motown sound .,1,the film is a strong argument for the importance of the musicians in creating the motown sound.
train,"karmen moves like rhythm itself , her lips chanting to the beat , her long , braided hair doing little to wipe away the jeweled beads of sweat .",1,"karmen moves to the rhythm, her lips chanting the beat, her long, braided hair doing little to wipe away the jeweled beads of sweat."
train,gosling provides an amazing performance that dwarfs everything else in the film .,1,gosling provides an amazing performance that eclipses everything else in the film.
train,"a real movie , about real people , that gives us a rare glimpse into a culture most of us don't know .",1,"a real movie, about real people, that gives us a rare glimpse into a culture that most of us don't know."
train,tender yet lacerating and darkly funny fable .,1,a tender and lacerating fable with a darkly funny tone.
train,may be spoofing an easy target -- those old '50's giant creature features -- but . . . it acknowledges and celebrates their cheesiness as the reason why people get a kick out of watching them today .,1,"while it may be spoofing easy targets, those 1950s giant creature features, the movie acknowledges and celebrates their cheesiness as the reason why people get a kick out of watching them today."
train,an engaging overview of johnson's eccentric career .,1,a detailed account of johnson's unusual life.
train,"in its ragged , cheap and unassuming way , the movie works .",1,"in its crude, inexpensive and unpretentious way, the movie works."
train,some actors have so much charisma that you'd be happy to listen to them reading the phone book . hugh grant and sandra bullock are two such likeable actors .,1,some actors are so charismatic that you would enjoy listening to them read the phone book. hugh grant and sandra bullock are two such likeable actors.
train,"sandra nettelbeck beautifully orchestrates the transformation of the chilly , neurotic , and self-absorbed martha as her heart begins to open .",1,"Sandra Nettelbeck skillfully directs the metamorphosis of the initially cold, introverted, and self-centred Martha as she becomes more caring and open-minded."
train,"behind the snow games and lovable siberian huskies ( plus one sheep dog ) , the picture hosts a parka-wrapped dose of heart .",1,"behind the snow games and lovable siberian huskies ( plus one sheep dog ), the picture hosts a parka-wrapped dose of heart."
train,"everytime you think undercover brother has run out of steam , it finds a new way to surprise and amuse .",1,"anytime you think undercover brother has run out of steam, it finds a new way to surprise and amuse."
train,"manages to be original , even though it rips off many of its ideas .",1,"manages to be original, even though it rips off many of its ideas."
train,"singer/composer bryan adams contributes a slew of songs  a few potential hits , a few more simply intrusive to the story  but the whole package certainly captures the intended , er , spirit of the piece .",1,"singer and composer Bryan Adams contributed a bunch of songs, a few of which could have been hits, a few more that were simply intrusive to the story, but the whole package certainly captured the intended, uh, spirit of the piece."
train,you'd think by now america would have had enough of plucky british eccentrics with hearts of gold . yet the act is still charming here .,1,you'd think by now america would have had enough of plucky british eccentrics with hearts of gold. yet the act is still charming here.
train,"whether or not you're enlightened by any of derrida's lectures on "" the other "" and "" the self , "" derrida is an undeniably fascinating and playful fellow .",1,"Derrida's lectures on the "" other "" and the "" self "" may or may not enlighten you, but he is undoubtedly fascinating and playful."
train,"a pleasant enough movie , held together by skilled ensemble actors .",1,"a movie that is not bad, held together by skilled ensemble actors."
train,this is the best american movie about troubled teens since 1998's whatever .,1,this is the best american movie about troubled teens since whatever happened in 1998.
train,disney has always been hit-or-miss when bringing beloved kids' books to the screen . . . tuck everlasting is a little of both .,1,disney has been a hit-or-miss when bringing beloved kids' books to the screen... tuck everlasting is a little of both.
train,just the labour involved in creating the layered richness of the imagery in this chiaroscuro of madness and light is astonishing .,1,the complexity of the imagery in this chiaroscuro of madness and light is astonishing.
train,"the animated subplot keenly depicts the inner struggles of our adolescent heroes - insecure , uncontrolled , and intense .",1,"the subplot is a good example of how our adolescent heroes struggle with inner conflicts of insecurity, uncontrol, and intensity."
train,the invincible werner herzog is alive and well and living in la,1,"werner herzog, a german film director, lives in los angeles."
train,"morton is a great actress portraying a complex character , but morvern callar grows less compelling the farther it meanders from its shocking start .",1,"Morton is an excellent actress who plays a complicated character in the film, but Morvern Callar gets less interesting as it drifts further away from its shocking beginning."
train,part of the charm of satin rouge is that it avoids the obvious with humour and lightness .,1,the beauty of satin rouge is that it avoids obviousness with humor and lightness.
train,son of the bride may be a good half-hour too long but comes replete with a flattering sense of mystery and quietness .,1,The son of the bride may be a good half-hour too long but comes replete with a flattering sense of mystery and quietness.
train,a simmering psychological drama in which the bursts of sudden violence are all the more startling for the slow buildup that has preceded them .,1,A simmering psychological drama in which the bursts of sudden violence are all the more startling for the slow buildup that has preceded them.
train,"a taut , intelligent psychological drama .",1,"a tight, intelligent psychological drama."
train,a compelling coming-of-age drama about the arduous journey of a sensitive young girl through a series of foster homes and a fierce struggle to pull free from her dangerous and domineering mother's hold over her .,1,Original: The film is an honest portrayal of the human condition and an inspiring tale of the triumph of the human spirit in the face of adversity.
train,"a truly moving experience , and a perfect example of how art -- when done right -- can help heal , clarify , and comfort .",1,"the experience was so powerful that it left me speechless and made me realize how art can help us heal, clarify, and comfort."
train,"this delicately observed story , deeply felt and masterfully stylized , is a triumph for its maverick director .",1,This delicately observed story is deeply felt and masterfully stylized. It is a triumph for its maverick director.
train,at heart the movie is a deftly wrought suspense yarn whose richer shadings work as coloring rather than substance .,1,"at heart, the movie is a suspense yarn whose richer shadings work as coloring rather than substance."
train,"the appearance of treebeard and gollum's expanded role will either have you loving what you're seeing , or rolling your eyes . i loved it ! gollum's 'performance' is incredible !",1,"The appearance of treebeard and gollum's expanded role will either have you loving what you're seeing, or rolling your eyes. I loved it! Gollum's 'performance' is incredible!"
train,"a screenplay more ingeniously constructed than "" memento """,1,The original text is in quotes and I would like to put it in quotation marks in the paraphrased version as well. Would this be a correct way to go about it?
train,"if this movie were a book , it would be a page-turner , you can't wait to see what happens next .",1,"if this movie were a book, it would be a book you can't put down, you can't wait to see what happens next."
train,haneke challenges us to confront the reality of sexual aberration .,1,Haneke challenges us to confront the reality of sexual aberration.
train,absorbing and disturbing -- perhaps more disturbing than originally intended -- but a little clarity would have gone a long way .,1,It is interesting and shocking -- perhaps more shocking than it was intended to be -- but a little clarity would have made it much better.
train,"it's the best film of the year so far , the benchmark against which all other best picture contenders should be measured .",1,"it's the best film of the year so far, the standard by which other best picture contenders should be measured."
train,"painful to watch , but viewers willing to take a chance will be rewarded with two of the year's most accomplished and riveting film performances .",1,"It is painful to watch, but viewers who are willing to take a chance will be rewarded with two of the year's most accomplished and riveting film performances."
train,"this is a startling film that gives you a fascinating , albeit depressing view of iranian rural life close to the iraqi border .",1,"this is a startling film that gives you a fascinating, albeit depressing view of iranian rural life close to the iraqi border."
train,an imaginative comedy/thriller .,1,"a fun, imaginative comedy/thriller."
train,"a few artsy flourishes aside , narc is as gritty as a movie gets these days .",1,the only thing that separates narc from other movies is that it has a few artsy elements.
train,"while the isle is both preposterous and thoroughly misogynistic , its vistas are incredibly beautiful to look at .",1,"though the island is both ridiculous and thoroughly sexist, its views are incredibly beautiful to look at."
train,"together , tok and o orchestrate a buoyant , darkly funny dance of death . in the process , they demonstrate that there's still a lot of life in hong kong cinema .",1,"together, tok and o orchestrate a buoyant, darkly funny dance of death. in the process, they demonstrate that there's still a lot of life in hong kong cinema."
train,"director kapur is a filmmaker with a real flair for epic landscapes and adventure , and this is a better film than his earlier english-language movie , the overpraised elizabeth .",1,"kapur is a filmmaker who has a real flair for epic landscapes and adventure, and his latest movie is better than his previous movie, elizabeth, which was overpraised."
train,"the movie is a blast of educational energy , as bouncy animation and catchy songs escort you through the entire 85 minutes .",1,"the movie is a blast of educational energy, as bouncy animation and catchy songs escort you through the entire 85 minutes."
train,a sports movie with action that's exciting on the field and a story you care about off it .,1,"the movie is not only about a thrilling game, but also about an interesting plot."
train,"doug liman , the director of bourne , directs the traffic well , gets a nice wintry look from his locations , absorbs us with the movie's spycraft and uses damon's ability to be focused and sincere .",1,"Doug Liman, the director of Bourne, directs the traffic well, gets a nice wintry look from his locations, absorbs us with the movie's spycraft and uses Damon's ability to be focused and sincere."
train,the tenderness of the piece is still intact .,1,The tenderness of the piece is still intact.
train,"katz uses archival footage , horrifying documents of lynchings , still photographs and charming old reel-to-reel recordings of meeropol entertaining his children to create his song history , but most powerful of all is the song itself",1,"Katz uses archival footage, horrifying documents of lynchings, still photographs and charming old reel-to-reel recordings of Meeropol entertaining his children to create his song history, but most powerful of all is the song itself."
train,"like the film's almost anthropologically detailed realization of early-'80s suburbia , it's significant without being overstated .",1,"like the film's almost anthropologically detailed realization of early-'80s suburbia, it's significant without being overstated."
train,while mcfarlane's animation lifts the film firmly above the level of other coming-of-age films . . . it's also so jarring that it's hard to get back into the boys' story .,1,mcfarlane's animation lifts the film above the level of other coming-of-age films.... but it's also so jarring that it's hard to get back into the boys' story.
train,"if nothing else , this movie introduces a promising , unusual kind of psychological horror .",1,"this movie does more than just introduce a promising, unusual kind of psychological horror."
train,"in a normal screen process , these bromides would be barely enough to sustain an interstitial program on the discovery channel . but in imax 3-d , the clichés disappear into the vertiginous perspectives opened up by the photography .",1,"in a normal screen process, these bromides would barely be enough to sustain an interstitial program on the discovery channel. but in imax 3-d, the clichés disappear into the vertiginous perspectives opened up by the photography."
train,writer-director burger imaginatively fans the embers of a dormant national grief and curiosity that has calcified into chronic cynicism and fear .,1,writer-director burger has imaginatively fanned the embers of a dormant national grief and curiosity that has calcified into chronic cynicism and fear.
train,. . . a roller-coaster ride of a movie,1,... a movie that will keep you on the edge of your seat
train,"i enjoyed time of favor while i was watching it , but i was surprised at how quickly it faded from my memory .",1,"The movie left me with a lasting impression and i still remember the plot and the ending, though i have forgotten some of the details."
train,"chicago is sophisticated , brash , sardonic , completely joyful in its execution .",1,"Chicago is sophisticated, brash, sardonic, completely joyful in its execution."
train,steve irwin's method is ernest hemmingway at accelerated speed and volume .,1,Steve Irwin's method is Ernest Hemingway at accelerated speed and volume.
train,a refreshing korean film about five female high school friends who face an uphill battle when they try to take their relationships into deeper waters .,1,a refreshing korean film about five female high school friends who face an uphill battle when they try to take their relationships into deeper waters.
train,"on the surface , it's a lovers-on-the-run crime flick , but it has a lot in common with piesiewicz's and kieslowski's earlier work , films like the double life of veronique .",1,"on the surface, it's a lovers-on-the-run crime flick, but it has a lot in common with piesiewicz's and kieslowski's earlier work, films like the double life of veronique."
train,"the values that have held the enterprise crew together through previous adventures and perils do so again-courage , self-sacrifice and patience under pressure .",1,"the values that held the enterprise crew together through previous adventures and perils have done so again-courage, self-sacrifice and patience under pressure."
train,"if it's possible for a sequel to outshine the original , then sl2 does just that .",1,"if a sequel can outshine the original, sl2 does just that."
train,a romantic comedy that operates by the rules of its own self-contained universe .,1,a romantic comedy that operates by its own rules of its self-contained universe.
train,"4 friends , 2 couples , 2000 miles , and all the pabst blue ribbon beer they can drink - it's the ultimate redneck road-trip .",1,"4 friends, 2 couples, 2000 miles and all the pabst blue ribbon beer they can drink, it's the ultimate redneck road trip."
train,the film is often filled with a sense of pure wonderment and excitement not often seen in today's cinema du sarcasm,1,"the movie often makes you feel wonderment and excitement, which is rarely seen in modern cinema"
train,"it might be tempting to regard mr . andrew and his collaborators as oddballs , but mr . earnhart's quizzical , charming movie allows us to see them , finally , as artists .",1,"it might be tempting to consider mr. andrew and his collaborators as oddballs, but mr. earnhart's quizzical, charming movie allows us to see them, finally, as artists."
train,a feel-good picture in the best sense of the term .,1,a feel-good picture in the best sense of the term.
train,"edited and shot with a syncopated style mimicking the work of his subjects , pray turns the idea of the documentary on its head , making it rousing , invigorating fun lacking any mtv puffery .",1,"the film was shot with a syncopated style that mimics the work of his subjects, pray turns the idea of the documentary on its head, making it rousing, invigorating fun lacking any mtv puffery."
train,"a mostly intelligent , engrossing and psychologically resonant suspenser .",1,"a mostly intelligent, engrossing and psychologically resonant suspenser."
train,"it's this memory-as-identity obviation that gives secret life its intermittent unease , reaffirming that long-held illusions are indeed reality , and that erasing them recasts the self .",1,"It's this memory-as-identity obviation that gives secret life its intermittent unease, reaffirming that long-held illusions are indeed reality, and that erasing them recasts the self."
train,"hip-hop has a history , and it's a metaphor for this love story .",1,"hip-hop has a history, and it's a metaphor for this love story."
train,"in scope , ambition and accomplishment , children of the century . . . takes kurys' career to a whole new level .",1,"in scope, ambition and accomplishment, children of the century... takes kurys' career to a whole new level."
train,"this may not have the dramatic gut-wrenching impact of other holocaust films , but it's a compelling story , mainly because of the way it's told by the people who were there .",1,"this movie may not be as dramatic as other holocaust films, but it is still a compelling story because it is told by the people who were actually there."
train,"between the drama of cube ? s personal revelations regarding what the shop means in the big picture , iconic characters gambol fluidly through the story , with charming results .",1,The drama of the personal revelations that the shop means in the big picture is between the cube. The story of the iconic characters gambol fluidly through the charming results.
train,"a gentle , compassionate drama about grief and healing .",1,"a moving, compassionate drama about grief and healing."
train,"somewhere short of tremors on the modern b-scene : neither as funny nor as clever , though an agreeably unpretentious way to spend ninety minutes .",1,"it is not as funny or clever as the modern b-scene, but it is an agreeable way to spend ninety minutes without being pretentious."
train,digital-video documentary about stand-up comedians is a great glimpse into a very different world .,1,A digital-video documentary about stand-up comedians offers a great glimpse into a very different world.
train,"unlike most teen flicks , swimming takes its time to tell its story , casts mostly little-known performers in key roles , and introduces some intriguing ambiguity .",1,"although most teen flicks tell their story at a breakneck pace, swimming takes its time to tell its story, casts mostly little-known performers in key roles, and introduces some intriguing ambiguity."
train,"an enthralling , playful film that constantly frustrates our desire to know the 'truth' about this man , while deconstructing the very format of the biography in a manner that derrida would doubtless give his blessing to .",1,"an engaging, playful film that constantly frustrates our desire to know the 'truth' about this man, while deconstructing the very format of the biography in a manner that derrida would doubtless give his blessing to."
train,""" extreme ops "" exceeds expectations . good fun , good action , good acting , good dialogue , good pace , good cinematography .",1,"extreme ops "" was a fantastic film. The action scenes were well choreographed and the actors did an excellent job of portraying their characters. The dialogue was witty and engaging, and the pacing was perfect. The cinematography was also impressive, making the film look like a work of art."
train,you should pay nine bucks for this : because you can hear about suffering afghan refugees on the news and still be unaffected . dramas like this make it human .,1,You should pay nine bucks for this: because you can hear about suffering Afghan refugees on the news and still be unaffected. Dramas like this make it human.
train,"a thunderous ride at first , quiet cadences of pure finesse are few and far between ; their shortage dilutes the potency of otherwise respectable action . still , this flick is fun , and host to some truly excellent sequences .",1,"a thunderous ride at first, quiet cadences of pure finesse are few and far between ; their shortage dilutes the potency of otherwise respectable action. still, this flick is fun, and host to some truly excellent sequences."
train,"it's obviously struck a responsive chord with many south koreans , and should work its magic in other parts of the world .",1,"It's obviously struck a responsive chord with many south koreans, and should work its magic in other parts of the world."
train,"run , don't walk , to see this barbed and bracing comedy on the big screen .",1,"don't walk, run to see this barbed and bracing comedy on the big screen."
train,a classy item by a legend who may have nothing left to prove but still has the chops and drive to show how its done .,1,a classy item by a legend who has nothing left to prove but still has the chops and drive to show how its done.
train,"it is nature against progress . in fessenden's horror trilogy , this theme has proved important to him and is especially so in the finale .",1,"In Fessenden's horror trilogy, this theme has proved important to him and is especially so in the finale."
train,"it's not exactly a gourmet meal but the fare is fair , even coming from the drive-thru .",1,"it's not exactly a gourmet meal but the fare is fair, even coming from the drive-thru."
train,"this is what imax was made for : strap on a pair of 3-d goggles , shut out the real world , and take a vicarious voyage to the last frontier -- space .",1,"This is what IMAX was made for : put on a pair of 3-D goggles, ignore the real world, and take a virtual journey to the last frontier -- space."
train,"merely as a technical , logistical feat , russian ark marks a cinematic milestone .",1,Russian ark is a technical and logistical achievement of the highest order.
train,"[schweiger is] talented and terribly charismatic , qualities essential to both movie stars and social anarchists .",1,"[schweiger is] talented and terribly charismatic, qualities essential to both movie stars and social anarchists."
train,it's a great deal of sizzle and very little steak . but what spectacular sizzle it is ! . . . in this incarnation its fizz is infectious .,1,It is a great deal of sizzle and very little steak. But what spectacular sizzle it is!... in this incarnation its fizz is infectious.
train,an original gem about an obsession with time .,1,a gem that describes an obsession with time.
train,it will delight newcomers to the story and those who know it from bygone days .,1,it will please both the new readers and those who know it from the past.
train,gloriously goofy ( and gory ) midnight movie stuff .,1,gloriously silly ( and gory ) midnight movie stuff.
train,the film overcomes the regular minefield of coming-of-age cliches with potent doses of honesty and sensitivity .,1,The film overcomes the usual cliches of coming-of-age stories with potent doses of honesty and sensitivity.
train,"if your senses haven't been dulled by slasher films and gorefests , if you're a connoisseur of psychological horror , this is your ticket .",1,"if you're not a fan of blood and gore, if you're a fan of the psychological horror, this is your ticket."
train,"it's a minor comedy that tries to balance sweetness with coarseness , while it paints a sad picture of the singles scene .",1,"it's a minor comedy that tries to balance sweetness with coarseness, while it paints a sad picture of the singles scene."
train,it is intensely personal and yet -- unlike quills -- deftly shows us the temper of the times .,1,it is intensely personal and yet -- unlike quills -- deftly shows us the temper of the times.
train,"as lo-fi as the special effects are , the folks who cobbled nemesis together indulge the force of humanity over hardware in a way that george lucas has long forgotten .",1,"as low-tech as the special effects are, the people who made nemesis pay tribute to the power of the human spirit over technology in a way that george lucas has long forgotten."
train,"like mike doesn't win any points for originality . it does succeed by following a feel-good formula with a winning style , and by offering its target audience of urban kids some welcome role models and optimism .",1,"Mike doesn't win any points for originality. It does succeed by following a feel-good formula with a winning style, and by offering its target audience of urban kids some welcome role models and optimism."
train,"it's a hoot and a half , and a great way for the american people to see what a candidate is like when he's not giving the same 15-cent stump speech .",1,"It's a hoot and a half, and a great way for the American people to see what a candidate is like when he's not giving the same 15-cent stump speech."
train,"far from perfect , but its heart is in the right place . . . innocent and well-meaning .",1,"While it is far from being perfect, it is well-intentioned and innocent..."
train,"a sad , superior human comedy played out on the back roads of life .",1,"a tragic, ordinary human drama played out in the background of life."
train,"waydowntown is by no means a perfect film , but its boasts a huge charm factor and smacks of originality .",1,"waydowntown is by no means a perfect film, but its boasts a huge charm factor and smacks of originality."
train,"tim allen is great in his role but never hogs the scenes from his fellow cast , as there are plenty of laughs and good lines for everyone in this comedy .",1,"Tim Allen is excellent in his role, but never takes the scene away from his fellow actors. There are lots of laughs and good lines for everyone in this comedy."
train,"more a load of enjoyable , conan-esque claptrap than the punishing , special-effects soul assaults the mummy pictures represent .",1,"more a load of enjoyable, conan-esque claptrap than the punishing, special-effects soul assaults the mummy pictures represent."
train,"enormously likable , partly because it is aware of its own grasp of the absurd .",1,"extremely likable, partly because it is aware of its own grasp of the absurd."
train,"here's a british flick gleefully unconcerned with plausibility , yet just as determined to entertain you .",1,"here's a british flick that doesn't care about plausibility, yet is as determined to entertain you as much as it can."
train,"it's an old story , but a lively script , sharp acting and partially animated interludes make just a kiss seem minty fresh .",1,"It's an old story, but a lively script, sharp acting, and partially animated interludes make Just a Kiss seem minty fresh."
train,must be seen to be believed .,1,must be seen to be understood.
train,"ray liotta and jason patric do some of their best work in their underwritten roles , but don't be fooled : nobody deserves any prizes here .",1,"ray liotta and jason patric do some of their best work in their underwritten roles, but don't be fooled : nobody deserves any prizes here."
train,"everything that has to do with yvan and charlotte , and everything that has to do with yvan's rambunctious , jewish sister and her non-jew husband , feels funny and true .",1,everything that has to do with yvan and charlotte and everything that has to do with yvan's rambunctious jewish sister and her non-jew husband feels funny and true.
train,"sweet home alabama "" is what it is  a nice , harmless date film . . .",1,"Sweet home alabama is what it is  a nice, harmless date film..."
train,"the year's happiest surprise , a movie that deals with a real subject in an always surprising way .",1,the year's happiest surprise is a movie that deals with a real subject in an always surprising way.
train,fans of behan's work and of irish movies in general will be rewarded by borstal boy .,1,fans of behan's work and of irish movies in general will be rewarded by borstal boy.
train,"its mysteries are transparently obvious , and it's too slowly paced to be a thriller . [but it's] worth recommending because of two marvelous performances by michael caine and brendan fraser .",1,"its mysteries are so obvious that anyone can see them, and it's too slow to be a thriller. [but it's] worth recommending because of two marvelous performances by michael caine and brendan fraser."
train,"the film is faithful to what one presumes are the book's twin premises -- that we become who we are on the backs of our parents , but we have no idea who they were at our age ; and that time is a fleeting and precious commodity no matter how old you are .",1,"the movie follows what one supposes are the book's two principles -- that we become who we are based on our parents, but we have no idea who they were when we were young; and that time is a valuable and limited resource regardless of our age."
train,stephen earnhart's homespun documentary mule skinner blues has nothing but love for its posse of trailer park denizens .,1,"stephen earnhart's documentary, mule skinner blues, is a love letter to the trailer park dwellers he lives with."
train,a solidly seaworthy chiller .,1,a strong and reliable refrigeration system.
train,"if you can get past the fantastical aspects and harsh realities of "" the isle "" you'll get a sock-you-in-the-eye flick that is a visual tour-de-force and a story that is unlike any you will likely see anywhere else .",1,if you can get past the fantastical aspects and harsh realities of the isle you'll get a sock-you-in-the-eye flick that is a visual tour-de-force and a story that is unlike any you will likely see anywhere else.
train,"there are as many misses as hits , but ultimately , it finds humor in the foibles of human behavior , and it's a welcome return to the roots of a genre that should depend on surprises .",1,"although there are more misses than hits, this movie is still worth watching because it makes us laugh at the ridiculous things we humans do, and it's a reminder of the true essence of this genre, which should be based on unexpected twists and turns."
train,a well-made thriller with a certain level of intelligence and non-reactionary morality .,1,a good thriller with a certain level of intelligence and non-reactionary morality.
train,"there's enough science to make it count as educational , and enough beauty to make it unforgettable .",1,"there's enough science to make it count as educational, and enough beauty to make it unforgettable."
train,"remains a solid , if somewhat heavy-handed , account of the near-disaster . . . done up by howard with a steady , if not very imaginative , hand .",1,"remains a solid, but somewhat heavy-handed, account of the near-disaster.... done up by Howard with a steady, if not very imaginative, hand."
train,makmalbaf follows a resolutely realistic path in this uncompromising insight into the harsh existence of the kurdish refugees of iran's borderlands .,1,makmalbaf follows a resolutely realistic path in this uncompromising insight into the harsh existence of the kurdish refugees of iran's borderlands.
