split,original_text,original_label,paraphrased_text
train,"one of the greatest family-oriented , fantasy-adventure movies ever .",1,"one of the best family-friendly, fantasy-adventure movies ever."
train,"ultimately , it ponders the reasons we need stories so much .",1,"at the end of the day, it questions why we need stories so badly."
train,an utterly compelling 'who wrote it' in which the reputation of the most famous author who ever lived comes into question .,1,"The book is an incredibly compelling ""who wrote it"" story, which questions the reputation of the most famous author who ever lived."
train,illuminating if overly talky documentary .,1,informative but verbose documentary.
train,a masterpiece four years in the making .,1,a masterwork that took four years to create.
train,"the movie's ripe , enrapturing beauty will tempt those willing to probe its inscrutable mysteries .",1,the movie's beautiful imagery will attract those who want to uncover its mysteries.
train,offers a breath of the fresh air of true sophistication .,1,It's like a breath of fresh air.
train,"a thoughtful , provocative , insistently humanizing film .",1,"a reflective, stimulating, and empathetic movie."
train,"with a cast that includes some of the top actors working in independent film , lovely & amazing involves us because it is so incisive , so bleakly amusing about how we go about our lives .",1,"with an ensemble of independent film's finest actors, lovely & amazing engages us because it is so sharp, so wryly humorous about how we conduct our lives."
train,a disturbing and frighteningly evocative assembly of imagery and hypnotic music composed by philip glass .,1,The movie is a haunting and eerie compilation of visuals and hypnotic music created by Philip Glass.
train,"not for everyone , but for those with whom it will connect , it's a nice departure from standard moviegoing fare .",1,"While not for everyone, for those with whom it will connect, it's a nice departure from standard moviegoing fare."
train,scores a few points for doing what it does with a dedicated and good-hearted professionalism .,1,The movie earns some credit for its earnest and skilled execution of its intended goal.
train,"occasionally melodramatic , it's also extremely effective .",1,"while it has its melodramatic moments, the film is ultimately very effective."
train,spiderman rocks,1,Spider-Man is awesome
train,an idealistic love story that brings out the latent 15-year-old romantic in everyone .,1,a love story that appeals to the romantic in all of us.
train,"at about 95 minutes , treasure planet maintains a brisk pace as it races through the familiar story . however , it lacks grandeur and that epic quality often associated with stevenson's tale as well as with earlier disney efforts .",1,"at 95 minutes, treasure planet maintains a brisk pace as it races through the familiar story. however, it lacks grandeur and that epic quality often associated with stevenson's tale as well as with earlier disney efforts."
train,it helps that lil bow wow . . . tones down his pint-sized gangsta act to play someone who resembles a real kid .,1,It helps that lil bow wow tones down his gangsta act to play someone who resembles a real kid.
train,"guaranteed to move anyone who ever shook , rattled , or rolled .",1,"guaranteed to move anyone who ever shook, rattled, or rolled."
train,"a masterful film from a master filmmaker , unique in its deceptive grimness , compelling in its fatalist worldview .",1,"A masterpiece by a master director, one of a kind in its deceptive gloominess, compelling in its fatalistic perspective."
train,"light , cute and forgettable .",1,"light, sweet and forgettable."
train,"if there's a way to effectively teach kids about the dangers of drugs , i think it's in projects like the ( unfortunately r-rated ) paid .",1,"if there is a way to effectively teach kids about the dangers of drugs, i think it's in projects like the (unfortunately r-rated) paid."
train,"while it would be easy to give crush the new title of two weddings and a funeral , it's a far more thoughtful film than any slice of hugh grant whimsy .",1,"it would be easy to label crush as a movie about two weddings and a funeral, but it's actually a more nuanced film than the typical hugh grant romantic comedy."
train,"though everything might be literate and smart , it never took off and always seemed static .",1,"though everything might be literate and smart, it never took off and always seemed static."
train,"cantet perfectly captures the hotel lobbies , two-lane highways , and roadside cafes that permeate vincent's days",1,"cantet flawlessly depicts the hotel lobbies, two-lane highways, and roadside cafes that saturate vincent's days"
train,"ms . fulford-wierzbicki is almost spooky in her sulky , calculating lolita turn .",1,Ms. Fulford-Wierzbicki's portrayal of Lolita was eerie and unsettling due to her sullen and calculating demeanor.
train,"though it is by no means his best work , laissez-passer is a distinguished and distinctive effort by a bona-fide master , a fascinating film replete with rewards to be had by all willing to make the effort to reap them .",1,"Laissez-Passer is not Bertrand Tavernier's best film, but it is still a worthy effort by a true master of cinema. The film is rich in detail and offers much to those who are willing to put in the effort to watch it."
train,"like most bond outings in recent years , some of the stunts are so outlandish that they border on being cartoonlike . a heavy reliance on cgi technology is beginning to creep into the series .",1,"as in many recent bond films, some of the stunts are so unrealistic that they border on being comical. there is an increasing use of cgi technology in the series."
train,"newton draws our attention like a magnet , and acts circles around her better known co-star , mark wahlberg .",1,"newton is a magnetic force, and outshines her more famous co-star, mark wahlberg."
train,"the story loses its bite in a last-minute happy ending that's even less plausible than the rest of the picture . much of the way , though , this is a refreshingly novel ride .",1,"The story loses its bite in a last-minute happy ending that's even less plausible than the rest of the picture. Much of the way, though, this is a refreshingly novel ride."
train,fuller would surely have called this gutsy and at times exhilarating movie a great yarn .,1,Fuller would have called this daring and thrilling movie a great story.
train,"'compleja e intelectualmente retadora , el ladrón de orquídeas es uno de esos filmes que vale la pena ver precisamente por su originalidad . '",1,"a complex and intellectually challenging film, The Orchid Thief is one of those movies that is worth watching precisely because of its originality."
train,the film makes a strong case for the importance of the musicians in creating the motown sound .,1,The film makes a strong case for the importance of the musicians in creating the motown sound.
train,"karmen moves like rhythm itself , her lips chanting to the beat , her long , braided hair doing little to wipe away the jeweled beads of sweat .",1,"Karmen danced as if she were the embodiment of rhythm. Her lips sang along to the beat, while her long, braided hair did little to hide the sparkling droplets of perspiration that adorned her face."
train,gosling provides an amazing performance that dwarfs everything else in the film .,1,gosling gives an incredible performance that overshadows all other performances in the movie.
train,"a real movie , about real people , that gives us a rare glimpse into a culture most of us don't know .",1,"an authentic film, featuring genuine individuals, offering a unique insight into a society unfamiliar to many."
train,tender yet lacerating and darkly funny fable .,1,"a story with a moral, which is both gentle and cutting, and also has a sense of humor that is not necessarily pleasant."
train,may be spoofing an easy target -- those old '50's giant creature features -- but . . . it acknowledges and celebrates their cheesiness as the reason why people get a kick out of watching them today .,1,may be spoofing an easy target -- those old '50's giant creature features -- but... it acknowledges and celebrates their cheesiness as the reason why people get a kick out of watching them today.
train,an engaging overview of johnson's eccentric career .,1,a captivating exploration of johnson's peculiar path.
train,"in its ragged , cheap and unassuming way , the movie works .",1,"the movie works in its cheap and unassuming way, in a ragged way."
train,some actors have so much charisma that you'd be happy to listen to them reading the phone book . hugh grant and sandra bullock are two such likeable actors .,1,hugh grant and sandra bullock are two actors who have so much charisma that you'd be happy to listen to them reading the phone book.
train,"sandra nettelbeck beautifully orchestrates the transformation of the chilly , neurotic , and self-absorbed martha as her heart begins to open .",1,"Sandra Nettelbeck skillfully directs the metamorphosis of Martha, a cold, neurotic, and self-centered character, as she starts to develop compassion."
train,"behind the snow games and lovable siberian huskies ( plus one sheep dog ) , the picture hosts a parka-wrapped dose of heart .",1,"The picture features a parka-wrapped dose of heart, with the backdrop of snow games and lovable Siberian huskies, as well as a sheep dog."
train,"everytime you think undercover brother has run out of steam , it finds a new way to surprise and amuse .",1,"The movie Undercover Brother is full of surprises and amusement, even when you think it has run out of ideas."
train,"manages to be original , even though it rips off many of its ideas .",1,"manages to be unique, even though it takes many of its ideas from other sources."
train,"singer/composer bryan adams contributes a slew of songs  a few potential hits , a few more simply intrusive to the story  but the whole package certainly captures the intended , er , spirit of the piece .",1,"Bryan Adams' musical contribution to the film is both impressive and distracting, but it certainly captures the intended spirit of the piece."
train,you'd think by now america would have had enough of plucky british eccentrics with hearts of gold . yet the act is still charming here .,1,"it's surprising that america hasn't grown tired of plucky british eccentrics with hearts of gold, as the act remains endearing."
train,"whether or not you're enlightened by any of derrida's lectures on "" the other "" and "" the self , "" derrida is an undeniably fascinating and playful fellow .",1,"derrida's lectures on ""the other"" and ""the self"" may or may not enlighten you, but there's no denying that he's a fascinating and playful fellow."
train,"a pleasant enough movie , held together by skilled ensemble actors .",1,"a watchable movie, which is kept together by skillful ensemble actors."
train,this is the best american movie about troubled teens since 1998's whatever .,1,this is the best american movie about troubled teens since 1998's whatever.
train,disney has always been hit-or-miss when bringing beloved kids' books to the screen . . . tuck everlasting is a little of both .,1,"disney's adaptations of children's literature are often a mixed bag, but tuck everlasting is an exception."
train,just the labour involved in creating the layered richness of the imagery in this chiaroscuro of madness and light is astonishing .,1,"The amount of work that went into creating the complex, layered images in this chiaroscuro of madness and light is truly astonishing."
train,"the animated subplot keenly depicts the inner struggles of our adolescent heroes - insecure , uncontrolled , and intense .",1,"the animated subplot accurately portrays the internal conflicts of our teenage protagonists - self-conscious, impulsive, and passionate."
train,the invincible werner herzog is alive and well and living in la,1,"werner herzog, a legendary film director, is currently residing in los angeles, california. he continues to make films despite his advanced age."
train,"morton is a great actress portraying a complex character , but morvern callar grows less compelling the farther it meanders from its shocking start .",1,"morton is a great actress who portrays a complex character, but morvern callar becomes less compelling the further it meanders from its shocking start."
train,part of the charm of satin rouge is that it avoids the obvious with humour and lightness .,1,part of the appeal of satin rouge is that it avoids the obvious with humour and lightness.
train,son of the bride may be a good half-hour too long but comes replete with a flattering sense of mystery and quietness .,1,"Though son of the bride may be a good half-hour too long, it comes replete with a flattering sense of mystery and quietness."
train,a simmering psychological drama in which the bursts of sudden violence are all the more startling for the slow buildup that has preceded them .,1,a simmering psychological drama where the bursts of sudden violence are all the more startling for the slow buildup that has preceded them.
train,"a taut , intelligent psychological drama .",1,an intriguing and well-crafted exploration of the human mind
train,a compelling coming-of-age drama about the arduous journey of a sensitive young girl through a series of foster homes and a fierce struggle to pull free from her dangerous and domineering mother's hold over her .,1,"The film is about a young girl who goes through a difficult time in her life, being moved from one foster home to another, and trying to escape the grip of her abusive mother."
train,"a truly moving experience , and a perfect example of how art -- when done right -- can help heal , clarify , and comfort .",1,"It was a powerful and emotional experience, and a great example of how art, when done well, can help us heal, understand, and find comfort."
train,"this delicately observed story , deeply felt and masterfully stylized , is a triumph for its maverick director .",1,"This finely crafted story, imbued with emotion and expertly styled, is a resounding victory for its unconventional director."
train,at heart the movie is a deftly wrought suspense yarn whose richer shadings work as coloring rather than substance .,1,"At its core, the film is a well-crafted suspense thriller with subtle nuances that serve as embellishments rather than integral components."
train,"the appearance of treebeard and gollum's expanded role will either have you loving what you're seeing , or rolling your eyes . i loved it ! gollum's 'performance' is incredible !",1,the inclusion of treebeard and gollum's expanded role may either delight viewers or leave them rolling their eyes. i personally found it captivating! gollum's 'performance' was outstanding!
train,"a screenplay more ingeniously constructed than "" memento """,1,"A screenplay more cunningly crafted than ""Memento"
train,"if this movie were a book , it would be a page-turner , you can't wait to see what happens next .",1,"This movie is so good, you can't wait to see what happens next."
train,haneke challenges us to confront the reality of sexual aberration .,1,haneke dares us to face the truth about sexual deviance.
train,absorbing and disturbing -- perhaps more disturbing than originally intended -- but a little clarity would have gone a long way .,1,"This book is both absorbing and disturbing, perhaps even more so than originally intended. However, some clarity would have been helpful in making it easier to understand."
train,"it's the best film of the year so far , the benchmark against which all other best picture contenders should be measured .",1,"it's the best film of the year so far, the benchmark against which all other best picture contenders should be measured."
train,"painful to watch , but viewers willing to take a chance will be rewarded with two of the year's most accomplished and riveting film performances .",1,"The movie is hard to watch, but if you give it a chance you'll be rewarded with two of the best performances of the year."
train,"this is a startling film that gives you a fascinating , albeit depressing view of iranian rural life close to the iraqi border .",1,"This film provides an interesting, albeit depressing view of Iranian rural life close to the Iraqi border."
train,an imaginative comedy/thriller .,1,a creative film that combines humor and suspense.
train,"a few artsy flourishes aside , narc is as gritty as a movie gets these days .",1,"Narc is as gritty as a movie can get these days, aside from a few artsy flourishes."
train,"while the isle is both preposterous and thoroughly misogynistic , its vistas are incredibly beautiful to look at .",1,"The island's views are stunning, despite its absurd and sexist nature."
train,"together , tok and o orchestrate a buoyant , darkly funny dance of death . in the process , they demonstrate that there's still a lot of life in hong kong cinema .",1,"Together, Tok and O create a light-hearted yet somber dance of death. Through this performance, they show that Hong Kong cinema still has much vitality."
train,"director kapur is a filmmaker with a real flair for epic landscapes and adventure , and this is a better film than his earlier english-language movie , the overpraised elizabeth .",1,"director kapur has a knack for capturing stunning landscapes and thrilling action, and this is a superior film compared to his previous english-language effort, the overrated elizabeth."
train,"the movie is a blast of educational energy , as bouncy animation and catchy songs escort you through the entire 85 minutes .",1,"The movie is an energetic and educational experience, with its bouncy animation and catchy songs that guide you through the entire 85 minutes."
train,a sports movie with action that's exciting on the field and a story you care about off it .,1,an exhilarating sports film with an engaging plot both on and off the court.
train,"doug liman , the director of bourne , directs the traffic well , gets a nice wintry look from his locations , absorbs us with the movie's spycraft and uses damon's ability to be focused and sincere .",1,Director Doug Liman of Bourne fame does a good job directing the traffic and getting a nice wintry look from the locations. He also absorbs us with the movie's spycraft and uses Damon's ability to be focused and sincere.
train,the tenderness of the piece is still intact .,1,the piece is still tender.
train,"katz uses archival footage , horrifying documents of lynchings , still photographs and charming old reel-to-reel recordings of meeropol entertaining his children to create his song history , but most powerful of all is the song itself",1,"Katz uses archival footage, horrifying documents of lynchings, still photographs and charming old reel-to-reel recordings of Meeropol entertaining his children to create his song history, but most powerful of all is the song itself."
train,"like the film's almost anthropologically detailed realization of early-'80s suburbia , it's significant without being overstated .",1,"like the film's depiction of early-'80s suburbia, it's significant without being overstated."
train,while mcfarlane's animation lifts the film firmly above the level of other coming-of-age films . . . it's also so jarring that it's hard to get back into the boys' story .,1,"although mcfarlane's animation elevates the film above the level of other coming-of-age films, it's so jarring that it's hard to get back into the boys' story."
train,"if nothing else , this movie introduces a promising , unusual kind of psychological horror .",1,"If nothing else, this movie introduces a promising, unusual kind of psychological horror."
train,"in a normal screen process , these bromides would be barely enough to sustain an interstitial program on the discovery channel . but in imax 3-d , the clichés disappear into the vertiginous perspectives opened up by the photography .",1,"in a typical movie, the plot points would be too obvious for an educational show. but in imax 3-d, the clichés are hidden by the immersive photography."
train,writer-director burger imaginatively fans the embers of a dormant national grief and curiosity that has calcified into chronic cynicism and fear .,1,Burger cleverly stirs up a long-standing national sorrow and curiosity that has hardened into constant cynicism and fear.
train,. . . a roller-coaster ride of a movie,1,... a movie that is a roller-coaster ride
train,"i enjoyed time of favor while i was watching it , but i was surprised at how quickly it faded from my memory .",1,"i enjoyed the movie while i was watching it, but i was surprised at how quickly i forgot about it."
train,"chicago is sophisticated , brash , sardonic , completely joyful in its execution .",1,"chicago is sophisticated, brash, sardonic, completely joyful in its execution."
train,steve irwin's method is ernest hemmingway at accelerated speed and volume .,1,steve irwin's approach is ernest hemmingway at an accelerated pace and volume.
train,a refreshing korean film about five female high school friends who face an uphill battle when they try to take their relationships into deeper waters .,1,A fresh take on Korean cinema explores the challenges of five female high school friends as they navigate the complexities of intimacy and relationships.
train,"on the surface , it's a lovers-on-the-run crime flick , but it has a lot in common with piesiewicz's and kieslowski's earlier work , films like the double life of veronique .",1,"this movie is about two people who are in love and on the run from the law. it's similar to piesiewicz and kieslowski's other movies, like the double life of veronique."
train,"the values that have held the enterprise crew together through previous adventures and perils do so again-courage , self-sacrifice and patience under pressure .",1,"The crew's shared values of courage, self-sacrifice, and patience under pressure have helped them overcome past challenges and will continue to do so in the future."
train,"if it's possible for a sequel to outshine the original , then sl2 does just that .",1,sl2 is even better than the original sl1.
train,a romantic comedy that operates by the rules of its own self-contained universe .,1,a romantic comedy that follows its own rules of a self-contained universe.
train,"4 friends , 2 couples , 2000 miles , and all the pabst blue ribbon beer they can drink - it's the ultimate redneck road-trip .",1,"4 friends, 2 couples, 2000 miles, and all the pabst blue ribbon beer they can drink - it's the ultimate redneck road-trip."
train,the film is often filled with a sense of pure wonderment and excitement not often seen in today's cinema du sarcasm,1,The movie is filled with a sense of wonder and excitement that is rarely seen in today's cynical cinema.
train,"it might be tempting to regard mr . andrew and his collaborators as oddballs , but mr . earnhart's quizzical , charming movie allows us to see them , finally , as artists .",1,"Mr. Andrew and his collaborators might seem odd at first, but Mr. Earnhart's quizzical and charming movie allows us to see them as artists in the end."
train,a feel-good picture in the best sense of the term .,1,a heartwarming picture.
train,"edited and shot with a syncopated style mimicking the work of his subjects , pray turns the idea of the documentary on its head , making it rousing , invigorating fun lacking any mtv puffery .",1,"edited and shot with a syncopated style mimicking the work of his subjects, pray turns the idea of the documentary on its head, making it rousing, invigorating fun lacking any mtv puffery."
train,"a mostly intelligent , engrossing and psychologically resonant suspenser .",1,"a generally smart, engaging and psychologically harmonious thriller."
train,"it's this memory-as-identity obviation that gives secret life its intermittent unease , reaffirming that long-held illusions are indeed reality , and that erasing them recasts the self .",1,"the fact that secret life obviates the link between memory and identity causes intermittent unease, confirming that long-held illusions are indeed reality, and that erasing them recasts the self."
train,"hip-hop has a history , and it's a metaphor for this love story .",1,hip-hop has a history and is a metaphor for this love story.
train,"in scope , ambition and accomplishment , children of the century . . . takes kurys' career to a whole new level .",1,"In scope, ambition and accomplishment, Children of the Century takes Kurys' career to a whole new level."
train,"this may not have the dramatic gut-wrenching impact of other holocaust films , but it's a compelling story , mainly because of the way it's told by the people who were there .",1,"The movie may not be as powerful as other Holocaust films, but it's still an interesting story because of how it's told by people who were actually there."
train,"between the drama of cube ? s personal revelations regarding what the shop means in the big picture , iconic characters gambol fluidly through the story , with charming results .",1,The drama of Cube's personal revelations about what the shop means in the big picture is juxtaposed with the charming and fluid movements of iconic characters throughout the story.
train,"a gentle , compassionate drama about grief and healing .",1,"A tender, empathetic tale of sorrow and recovery."
train,"somewhere short of tremors on the modern b-scene : neither as funny nor as clever , though an agreeably unpretentious way to spend ninety minutes .",1,"An entertaining, yet unpretentious, ninety-minute film, somewhere short of tremors on the modern b-scene, but not as funny nor as clever."
train,digital-video documentary about stand-up comedians is a great glimpse into a very different world .,1,digital-video documentary about stand-up comedians is a great glimpse into a very different world.
train,"unlike most teen flicks , swimming takes its time to tell its story , casts mostly little-known performers in key roles , and introduces some intriguing ambiguity .",1,"unlike most teen flicks, swimming takes its time to tell its story, casts mostly little-known performers in key roles, and introduces some intriguing ambiguity."
train,"an enthralling , playful film that constantly frustrates our desire to know the 'truth' about this man , while deconstructing the very format of the biography in a manner that derrida would doubtless give his blessing to .",1,an engaging and lighthearted movie that consistently challenges our need to know the truth about this person while deconstructing the format of the biography in a way that Derrida would likely approve of.
train,""" extreme ops "" exceeds expectations . good fun , good action , good acting , good dialogue , good pace , good cinematography .",1,"extreme ops "" surpasses all expectations. It is full of fun, action, and good acting. The dialogue is engaging, and the pace is perfect. The cinematography is also top-notch."
train,you should pay nine bucks for this : because you can hear about suffering afghan refugees on the news and still be unaffected . dramas like this make it human .,1,you should pay nine bucks for this : because you can hear about suffering afghan refugees on the news and still be unaffected. dramas like this make it human.
train,"a thunderous ride at first , quiet cadences of pure finesse are few and far between ; their shortage dilutes the potency of otherwise respectable action . still , this flick is fun , and host to some truly excellent sequences .",1,"a thunderous ride at first, quiet cadences of pure finesse are few and far between ; their shortage dilutes the potency of otherwise respectable action. still, this flick is fun, and host to some truly excellent sequences."
train,"it's obviously struck a responsive chord with many south koreans , and should work its magic in other parts of the world .",1,The song has clearly resonated with many South Koreans and is likely to have a similar impact in other parts of the world.
train,"run , don't walk , to see this barbed and bracing comedy on the big screen .",1,this barbed and bracing comedy is a must-see on the big screen.
train,a classy item by a legend who may have nothing left to prove but still has the chops and drive to show how its done .,1,"A sophisticated product from a renowned expert who may not need to demonstrate their skill anymore, yet continues to do so with enthusiasm and ability."
train,"it is nature against progress . in fessenden's horror trilogy , this theme has proved important to him and is especially so in the finale .",1,"in the fessenden's horror trilogy, the nature against progress theme is especially important to the finale."
train,"it's not exactly a gourmet meal but the fare is fair , even coming from the drive-thru .",1,"It may not be a gourmet meal, but the food is satisfactory, even when ordered through the drive-thru."
train,"this is what imax was made for : strap on a pair of 3-d goggles , shut out the real world , and take a vicarious voyage to the last frontier -- space .",1,"this is what imax was made for : put on a pair of 3-d goggles, block out the real world, and take a virtual trip to the last frontier -- space."
train,"merely as a technical , logistical feat , russian ark marks a cinematic milestone .",1,Russian Ark is a cinematic milestone because of its technical and logistical feats.
train,"[schweiger is] talented and terribly charismatic , qualities essential to both movie stars and social anarchists .",1,"Schweiger is a skilled actor who has a magnetic personality, which are both necessary for movie stars and social anarchists."
train,it's a great deal of sizzle and very little steak . but what spectacular sizzle it is ! . . . in this incarnation its fizz is infectious .,1,"It's mostly hype and not much substance, but the hype is incredible! The excitement is contagious in this version."
train,an original gem about an obsession with time .,1,a unique and interesting story about a person's fascination with the concept of time.
train,it will delight newcomers to the story and those who know it from bygone days .,1,it will please new readers of the story and those who have known it for a long time.
train,gloriously goofy ( and gory ) midnight movie stuff .,1,This movie is great for fans of horror and comedy. It's a fun and scary movie that's perfect for watching late at night.
train,the film overcomes the regular minefield of coming-of-age cliches with potent doses of honesty and sensitivity .,1,the film avoids the usual pitfalls of coming-of-age cliches by being honest and sensitive.
train,"if your senses haven't been dulled by slasher films and gorefests , if you're a connoisseur of psychological horror , this is your ticket .",1,"If you aren't desensitized to horror films and can appreciate psychological horror, then this is the perfect movie for you."
train,"it's a minor comedy that tries to balance sweetness with coarseness , while it paints a sad picture of the singles scene .",1,"The movie is a lighthearted look at how people navigate through relationships, but its depiction of the dating world can be depressing at times."
train,it is intensely personal and yet -- unlike quills -- deftly shows us the temper of the times .,1,it is intensely personal and yet -- unlike quills -- deftly shows us the temper of the times.
train,"as lo-fi as the special effects are , the folks who cobbled nemesis together indulge the force of humanity over hardware in a way that george lucas has long forgotten .",1,"Despite the low-quality special effects, the creators of Nemesis prioritize the human element over the use of technology, a trait that George Lucas has seemingly abandoned."
train,"like mike doesn't win any points for originality . it does succeed by following a feel-good formula with a winning style , and by offering its target audience of urban kids some welcome role models and optimism .",1,"Like Mike is not an original movie, but it is still a good one. It follows a formula that makes you feel good, and it has a style that works well. The movie also gives kids from the city some good role models and hope."
train,"it's a hoot and a half , and a great way for the american people to see what a candidate is like when he's not giving the same 15-cent stump speech .",1,It's an interesting experience to see how a candidate behaves when they're not giving their usual campaign speech.
train,"far from perfect , but its heart is in the right place . . . innocent and well-meaning .",1,"Though not flawless, this endeavor has good intentions at its core. It is sincere and benevolent in nature."
train,"a sad , superior human comedy played out on the back roads of life .",1,a tragedy of human life played out in the back alleys of existence.
train,"waydowntown is by no means a perfect film , but its boasts a huge charm factor and smacks of originality .",1,"While not without its flaws, waydowntown is a charming and original film."
train,"tim allen is great in his role but never hogs the scenes from his fellow cast , as there are plenty of laughs and good lines for everyone in this comedy .",1,"Tim Allen is excellent in his role, but he never steals the spotlight from his co-stars, as there are plenty of laughs and good lines for everyone in this comedy."
train,"more a load of enjoyable , conan-esque claptrap than the punishing , special-effects soul assaults the mummy pictures represent .",1,"This movie is more enjoyable than the Mummy movies, which are punishing and full of special effects."
train,"enormously likable , partly because it is aware of its own grasp of the absurd .",1,enormously likable because it is aware of its own grasp of the absurd.
train,"here's a british flick gleefully unconcerned with plausibility , yet just as determined to entertain you .",1,"this british film is unconcerned with plausibility, yet just as determined to entertain you."
train,"it's an old story , but a lively script , sharp acting and partially animated interludes make just a kiss seem minty fresh .",1,"The movie is a classic tale of love and loss, but the clever writing, strong performances and creative animation make it feel new and exciting."
train,must be seen to be believed .,1,it is necessary to see to believe.
train,"ray liotta and jason patric do some of their best work in their underwritten roles , but don't be fooled : nobody deserves any prizes here .",1,"Ray Liotta and Jason Patric give strong performances in their supporting roles, but the film as a whole is not particularly noteworthy."
train,"everything that has to do with yvan and charlotte , and everything that has to do with yvan's rambunctious , jewish sister and her non-jew husband , feels funny and true .",1,"everything involving yvan and charlotte, as well as yvan's rambunctious, jewish sister and her non-jew husband, is humorous and authentic."
train,"sweet home alabama "" is what it is  a nice , harmless date film . . .",1,Sweet Home Alabama is an enjoyable date movie that does not challenge its audience too much.
train,"the year's happiest surprise , a movie that deals with a real subject in an always surprising way .",1,"one of the year's most pleasant surprises, a film that tackles a real issue in a consistently unexpected manner."
train,fans of behan's work and of irish movies in general will be rewarded by borstal boy .,1,behan's work and irish movies in general will be rewarding for fans of both.
train,"its mysteries are transparently obvious , and it's too slowly paced to be a thriller . [but it's] worth recommending because of two marvelous performances by michael caine and brendan fraser .",1,"despite being transparently obvious and too slowly paced for a thriller, it is still worth recommending for the marvelous performances of michael caine and brendan fraser."
train,"the film is faithful to what one presumes are the book's twin premises -- that we become who we are on the backs of our parents , but we have no idea who they were at our age ; and that time is a fleeting and precious commodity no matter how old you are .",1,"The movie accurately portrays what is assumed to be the book's main points: that we develop our identity based on our parents' influence, yet we have no understanding of who they were when they were our age; and that time is a valuable resource regardless of one's age."
train,stephen earnhart's homespun documentary mule skinner blues has nothing but love for its posse of trailer park denizens .,1,stephen earnhart's documentary mule skinner blues lovingly portrays a group of trailer park residents.
train,a solidly seaworthy chiller .,1,a solidly seaworthy cooler.
train,"if you can get past the fantastical aspects and harsh realities of "" the isle "" you'll get a sock-you-in-the-eye flick that is a visual tour-de-force and a story that is unlike any you will likely see anywhere else .",1,"the isle"" is a visually stunning film that tells a unique story, but it requires viewers to suspend their disbelief and accept the harsh realities presented."
train,"there are as many misses as hits , but ultimately , it finds humor in the foibles of human behavior , and it's a welcome return to the roots of a genre that should depend on surprises .",1,"there are as many misses as hits, but ultimately, it finds humor in the foibles of human behavior, and it's a welcome return to the roots of a genre that should depend on surprises."
train,a well-made thriller with a certain level of intelligence and non-reactionary morality .,1,a well-crafted thriller with a certain level of intelligence and non-reactionary morality.
train,"there's enough science to make it count as educational , and enough beauty to make it unforgettable .",1,"There's enough science to make it count as educational, and enough beauty to make it unforgettable."
train,"remains a solid , if somewhat heavy-handed , account of the near-disaster . . . done up by howard with a steady , if not very imaginative , hand .",1,"The book is a decent, albeit slightly plodding, chronicle of the close call... written by howard in a dependable, if not especially creative, manner."
train,makmalbaf follows a resolutely realistic path in this uncompromising insight into the harsh existence of the kurdish refugees of iran's borderlands .,1,"in this uncompromising insight into the harsh existence of the kurdish refugees of iran's borderlands, makmalbaf follows a resolutely realistic path."
train,"for a good chunk of its running time , trapped is an effective and claustrophobic thriller .",1,"for a significant portion of the film, trapped is an intense and suspenseful movie."
train,most of crush is a clever and captivating romantic comedy with a welcome pinch of tartness .,1,most of crush is a clever and captivating romantic comedy with a welcome pinch of tartness.
train,nair does capture the complexity of a big family and its trials and tribulations . . .,1,Nair accurately portrays the intricacies of a large family and its ups and downs.
