split,original_text,original_label,paraphrased_text
train,"not for everyone , but for those with whom it will connect , it's a nice departure from standard moviegoing fare .",1,"It may not be suitable for all, but for those who resonate with it, it offers a refreshing alternative to conventional cinema."
train,scores a few points for doing what it does with a dedicated and good-hearted professionalism .,1,gains a few points for doing what it does with a dedicated and good-hearted professionalism.
train,"occasionally melodramatic , it's also extremely effective .",1,"While the movie can sometimes be melodramatic, it is also highly effective in conveying its message."
train,spiderman rocks,1,"The superhero known as Spiderman is a beloved character in popular culture, known for his incredible strength and agility. His iconic red and blue costume, along with his web-slinging abilities, have made him a fan favorite for generations. Whether swinging through the streets of New York or battling supervillains, Spiderman is a force to be reckoned with."
train,an idealistic love story that brings out the latent 15-year-old romantic in everyone .,1,"a love story that evokes the romantic dreams of all, no matter what their age."
train,"at about 95 minutes , treasure planet maintains a brisk pace as it races through the familiar story . however , it lacks grandeur and that epic quality often associated with stevenson's tale as well as with earlier disney efforts .",1,"the movie treasure planet, which runs for approximately 95 minutes, keeps a fast pace as it moves through the well-known story. Nevertheless, it lacks the grandeur and epic quality that is usually connected with stevenson's tale and earlier disney films."
train,it helps that lil bow wow . . . tones down his pint-sized gangsta act to play someone who resembles a real kid .,1,Lil Bow Wow’s performance benefits from his toning down of his gangsta act to play someone who resembles a real kid.
train,"guaranteed to move anyone who ever shook , rattled , or rolled .",1,"guaranteed to move anyone who ever shook, rattled, or rolled."
train,"a masterful film from a master filmmaker , unique in its deceptive grimness , compelling in its fatalist worldview .",1,"a film that is both masterful and unique in its deceptive grimness, compelling in its fatalist worldview."
train,"light , cute and forgettable .",1,"“The movie is not very memorable, but it is lighthearted and enjoyable.”"
train,"if there's a way to effectively teach kids about the dangers of drugs , i think it's in projects like the ( unfortunately r-rated ) paid .",1,"If there is a way to effectively teach children about the dangers of drugs, I think it's in projects like the (unfortunately R-rated) PAID."
train,"while it would be easy to give crush the new title of two weddings and a funeral , it's a far more thoughtful film than any slice of hugh grant whimsy .",1,"It's a common misconception that the film 'Crush' is a mere imitation of 'Two Weddings and a Funeral', but upon closer examination, it becomes evident that 'Crush' is a much more profound and introspective film than the lighthearted whimsy often associated with Hugh Grant's work."
train,"though everything might be literate and smart , it never took off and always seemed static .",1,"Although everything was well-written and intelligent, it never gained momentum and always appeared stagnant."
train,"cantet perfectly captures the hotel lobbies , two-lane highways , and roadside cafes that permeate vincent's days",1,"cantet perfectly captures the hotel lobbies, two-lane highways, and roadside cafes that permeate vincent's days"
train,"ms . fulford-wierzbicki is almost spooky in her sulky , calculating lolita turn .",1,"Ms. fulford-wierzbicki is almost eerie in her brooding, calculating lolita turn."
train,"though it is by no means his best work , laissez-passer is a distinguished and distinctive effort by a bona-fide master , a fascinating film replete with rewards to be had by all willing to make the effort to reap them .",1,"although it is not his best work, laissez-passer is a distinguished and distinctive effort by a bona-fide master, a fascinating film replete with rewards to be had by all willing to make the effort to reap them."
train,"like most bond outings in recent years , some of the stunts are so outlandish that they border on being cartoonlike . a heavy reliance on cgi technology is beginning to creep into the series .",1,"Similar to most bond outings in recent years, some of the stunts are so outrageous that they verge on being cartoonlike. A heavy dependence on CGI technology is starting to infiltrate the series."
train,"newton draws our attention like a magnet , and acts circles around her better known co-star , mark wahlberg .",1,"Newton draws our attention like a magnet and acts circles around her better known co-star, Mark Wahlberg."
train,"the story loses its bite in a last-minute happy ending that's even less plausible than the rest of the picture . much of the way , though , this is a refreshingly novel ride .",1,"While the film's ending feels less plausible than the rest of the story, it's still a refreshing and unique ride."
train,fuller would surely have called this gutsy and at times exhilarating movie a great yarn .,1,"The movie is a great yarn, fuller would surely call it gutsy and at times exhilarating."
train,"'compleja e intelectualmente retadora , el ladrón de orquídeas es uno de esos filmes que vale la pena ver precisamente por su originalidad . '",1,The Thief of Orchids is a complex and intellectually challenging film that is worth watching for its originality.
train,the film makes a strong case for the importance of the musicians in creating the motown sound .,1,the film strongly argues that musicians were crucial in shaping the motown sound.
train,"karmen moves like rhythm itself , her lips chanting to the beat , her long , braided hair doing little to wipe away the jeweled beads of sweat .",1,"Karmen moves with the rhythm, her lips chanting to the beat, her long braided hair barely keeping the beads of sweat from falling."
train,gosling provides an amazing performance that dwarfs everything else in the film .,1,gosling’s performance is so outstanding that it overshadows all other elements of the movie.
train,"a real movie , about real people , that gives us a rare glimpse into a culture most of us don't know .",1,"a genuine film, about genuine people, that offers us a unique insight into a culture most of us are unfamiliar with."
train,tender yet lacerating and darkly funny fable .,1,The film is a darkly humorous and tender yet lacerating fable.
train,may be spoofing an easy target -- those old '50's giant creature features -- but . . . it acknowledges and celebrates their cheesiness as the reason why people get a kick out of watching them today .,1,"Although it may be making fun of an easy target, like the old giant creature features from the 50s, it also acknowledges and celebrates their cheesiness as the reason why people enjoy watching them today."
train,an engaging overview of johnson's eccentric career .,1,Original: johnson is best known as the author of the famous dictionary.
train,"in its ragged , cheap and unassuming way , the movie works .",1,"in its ragged, cheap and unassuming way, the movie works."
train,some actors have so much charisma that you'd be happy to listen to them reading the phone book . hugh grant and sandra bullock are two such likeable actors .,1,some actors are so charismatic that you'd be happy to listen to them reading the phone book. hugh grant and sandra bullock are two such likeable actors.
train,"sandra nettelbeck beautifully orchestrates the transformation of the chilly , neurotic , and self-absorbed martha as her heart begins to open .",1,"Sandra Nettelbeck skillfully directs the change of the cold, anxious, and self-obsessed Martha as her heart starts to soften."
train,"behind the snow games and lovable siberian huskies ( plus one sheep dog ) , the picture hosts a parka-wrapped dose of heart .",1,"The snow games and adorable Siberian huskies ( plus one sheep dog ) hide a heart-warming story, wrapped in parka coats."
train,"everytime you think undercover brother has run out of steam , it finds a new way to surprise and amuse .",1,"Every time you think Undercover Brother has run out of steam, it finds a new way to surprise and amuse."
train,"manages to be original , even though it rips off many of its ideas .",1,"It manages to be original, even though it rips off many of its ideas."
train,"singer/composer bryan adams contributes a slew of songs  a few potential hits , a few more simply intrusive to the story  but the whole package certainly captures the intended , er , spirit of the piece .",1,"Bryan Adams, a singer and composer, adds a bunch of songs to the soundtrack  some of which have hit potential, while others are a bit intrusive to the story  but overall, it successfully captures the intended spirit of the film."
train,you'd think by now america would have had enough of plucky british eccentrics with hearts of gold . yet the act is still charming here .,1,"one might expect america to be weary of the plucky british eccentrics with hearts of gold, but the act remains charming here."
train,"whether or not you're enlightened by any of derrida's lectures on "" the other "" and "" the self , "" derrida is an undeniably fascinating and playful fellow .",1,"regardless of whether or not you find derrida's lectures on "" the other "" and "" the self "" enlightening, there's no denying that he's a fascinating and playful guy."
train,"a pleasant enough movie , held together by skilled ensemble actors .",1,"a movie with an enjoyable plot, held together by skilled ensemble actors."
train,this is the best american movie about troubled teens since 1998's whatever .,1,"Original: The film also features an impressive supporting cast, including johnny knoxville, jason biggs, and emma stone."
train,disney has always been hit-or-miss when bringing beloved kids' books to the screen . . . tuck everlasting is a little of both .,1,disney has always been hit-or-miss when bringing beloved kids' books to the screen... tuck everlasting is a little of both.
train,just the labour involved in creating the layered richness of the imagery in this chiaroscuro of madness and light is astonishing .,1,The amount of work required to create the detailed and layered imagery in this chiaroscuro of madness and light is truly remarkable.
train,"the animated subplot keenly depicts the inner struggles of our adolescent heroes - insecure , uncontrolled , and intense .",1,"the subplot vividly illustrates the internal conflicts of our teenage protagonists, who are depicted as insecure, unruly, and passionate."
train,the invincible werner herzog is alive and well and living in la,1,the legendary filmmaker werner herzog is still active and thriving in los angeles
train,"morton is a great actress portraying a complex character , but morvern callar grows less compelling the farther it meanders from its shocking start .",1,"morton’s portrayal of a complicated character is truly impressive, but the movie loses its edge as it strays from its shocking beginning."
train,part of the charm of satin rouge is that it avoids the obvious with humour and lightness .,1,part of the charm of satin rouge is that it avoids the obvious with humour and lightness.
train,son of the bride may be a good half-hour too long but comes replete with a flattering sense of mystery and quietness .,1,"The son of the bride may be a bit too long, but it’s full of mystery and quietness, which is a good thing."
train,a simmering psychological drama in which the bursts of sudden violence are all the more startling for the slow buildup that has preceded them .,1,"a psychological drama that builds slowly, with sudden bursts of violence that are all the more startling for the slow buildup that has preceded them."
train,"a taut , intelligent psychological drama .",1,"a tightly-woven, intelligent psychological drama."
train,a compelling coming-of-age drama about the arduous journey of a sensitive young girl through a series of foster homes and a fierce struggle to pull free from her dangerous and domineering mother's hold over her .,1,a compelling coming-of-age drama about the arduous journey of a sensitive young girl through a series of foster homes and a fierce struggle to pull free from her dangerous and domineering mother's hold over her.
train,"a truly moving experience , and a perfect example of how art -- when done right -- can help heal , clarify , and comfort .",1,_________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________
train,"this delicately observed story , deeply felt and masterfully stylized , is a triumph for its maverick director .",1,"the director of this story, who is a maverick, has achieved a triumph with his delicately observed, deeply felt, and masterfully stylized work."
train,at heart the movie is a deftly wrought suspense yarn whose richer shadings work as coloring rather than substance .,1,The film is essentially a cleverly crafted suspense story where the more complex aspects are used to add depth rather than to provide the main substance.
train,"the appearance of treebeard and gollum's expanded role will either have you loving what you're seeing , or rolling your eyes . i loved it ! gollum's 'performance' is incredible !",1,"The inclusion of Treebeard and Gollum's expanded role will either have you loving what you're seeing, or rolling your eyes. I loved it! Gollum's performance is incredible!"
train,"a screenplay more ingeniously constructed than "" memento """,1,"a screenplay more ingeniously constructed than ""memento"
train,"if this movie were a book , it would be a page-turner , you can't wait to see what happens next .",1,"If this movie was a book, it would be a page-turner; you can't wait to see what happens next."
train,haneke challenges us to confront the reality of sexual aberration .,1,haneke invites us to face the truth about sexual deviance.
train,absorbing and disturbing -- perhaps more disturbing than originally intended -- but a little clarity would have gone a long way .,1,captivating and unsettling -- perhaps more unsettling than originally intended -- but a little clarity would have gone a long way.
train,"it's the best film of the year so far , the benchmark against which all other best picture contenders should be measured .",1,"it's the best film of the year so far, the benchmark against which all other best picture contenders should be measured."
train,"painful to watch , but viewers willing to take a chance will be rewarded with two of the year's most accomplished and riveting film performances .",1,"It is hard to watch, but those who are willing to take a chance will be rewarded with two of the year's most accomplished and riveting film performances."
train,"this is a startling film that gives you a fascinating , albeit depressing view of iranian rural life close to the iraqi border .",1,Paraphrase the following text using different words but keep the same meaning and tone. Be concise and natural:
train,an imaginative comedy/thriller .,1,a thrilling and imaginative comedy.
train,"a few artsy flourishes aside , narc is as gritty as a movie gets these days .",1,"narc is a gritty movie that gets as real as it gets these days, aside from a few artsy flourishes."
train,"while the isle is both preposterous and thoroughly misogynistic , its vistas are incredibly beautiful to look at .",1,"The isle is both preposterous and thoroughly misogynistic, its vistas are incredibly beautiful to look at."
train,"together , tok and o orchestrate a buoyant , darkly funny dance of death . in the process , they demonstrate that there's still a lot of life in hong kong cinema .",1,"Tok and O collaborate to create a lively and darkly amusing dance of death. In doing so, they prove that Hong Kong cinema is still thriving."
train,"director kapur is a filmmaker with a real flair for epic landscapes and adventure , and this is a better film than his earlier english-language movie , the overpraised elizabeth .",1,"Kapur, the director, has a genuine aptitude for epic landscapes and adventure in his films. This particular film is superior to his previous English-language film, ""Elizabeth,"" which was excessively praised."
train,"the movie is a blast of educational energy , as bouncy animation and catchy songs escort you through the entire 85 minutes .",1,"the movie is a blast of educational energy, as bouncy animation and catchy songs escort you through the entire 85 minutes."
train,a sports movie with action that's exciting on the field and a story you care about off it .,1,a sports movie with thrilling action on the field and a compelling story off it.
train,"doug liman , the director of bourne , directs the traffic well , gets a nice wintry look from his locations , absorbs us with the movie's spycraft and uses damon's ability to be focused and sincere .",1,"Doug Liman, the director of Bourne, skillfully navigates the movie's traffic, achieving a stunning wintery look from the locations. The film's spycraft keeps us engaged, and Damon's ability to be focused and sincere is effectively utilized."
train,the tenderness of the piece is still intact .,1,the piece still retains its tenderness.
train,"katz uses archival footage , horrifying documents of lynchings , still photographs and charming old reel-to-reel recordings of meeropol entertaining his children to create his song history , but most powerful of all is the song itself",1,"katz employs a range of sources, including historical film footage, chilling records of lynchings, photographs and delightful old reel-to-reel recordings of meeropol entertaining his children to construct his musical narrative, but the song itself is the most compelling element."
train,"like the film's almost anthropologically detailed realization of early-'80s suburbia , it's significant without being overstated .",1,The film's almost anthropologically detailed realization of early-'80s suburbia is significant without being overstated.
train,while mcfarlane's animation lifts the film firmly above the level of other coming-of-age films . . . it's also so jarring that it's hard to get back into the boys' story .,1,"Although McFarlane's animation is a significant improvement over other coming-of-age films, its jarring nature makes it difficult to re-engage with the story of the boys."
train,"if nothing else , this movie introduces a promising , unusual kind of psychological horror .",1,"if nothing else, this movie introduces a promising, unusual kind of psychological horror."
train,"in a normal screen process , these bromides would be barely enough to sustain an interstitial program on the discovery channel . but in imax 3-d , the clichés disappear into the vertiginous perspectives opened up by the photography .",1,"In a typical screen process, these bromides would barely be enough to sustain an interstitial program on the Discovery Channel. However, in IMAX 3-D, the clichés vanish into the vertiginous perspectives opened up by the photography."
train,writer-director burger imaginatively fans the embers of a dormant national grief and curiosity that has calcified into chronic cynicism and fear .,1,The writer-director rejuvenates a once-buried national anguish and inquisitiveness that has solidified into persistent skepticism and apprehension.
train,. . . a roller-coaster ride of a movie,1,... a film full of ups and downs
train,"i enjoyed time of favor while i was watching it , but i was surprised at how quickly it faded from my memory .",1,"I thoroughly enjoyed the movie while I was watching it, but I was surprised at how quickly it faded from my memory."
train,"chicago is sophisticated , brash , sardonic , completely joyful in its execution .",1,"chicago is sophisticated, brash, sardonic, completely joyful in its execution."
train,steve irwin's method is ernest hemmingway at accelerated speed and volume .,1,Steve Irwin's method is Ernest Hemingway at accelerated speed and volume.
train,a refreshing korean film about five female high school friends who face an uphill battle when they try to take their relationships into deeper waters .,1,A refreshing Korean film about five female high school friends who face an uphill battle when they try to take their relationships into deeper waters.
train,"on the surface , it's a lovers-on-the-run crime flick , but it has a lot in common with piesiewicz's and kieslowski's earlier work , films like the double life of veronique .",1,"the film may seem like a typical lovers-on-the-run crime flick, but it actually has much in common with piesiewicz's and kieslowski's earlier work, such as the double life of veronique."
train,"the values that have held the enterprise crew together through previous adventures and perils do so again-courage , self-sacrifice and patience under pressure .",1,"the values that have held the enterprise crew together through previous adventures and perils do so again-courage, self-sacrifice and patience under pressure."
train,"if it's possible for a sequel to outshine the original , then sl2 does just that .",1,"If it's possible for a sequel to surpass the original, then sl2 does just that."
train,a romantic comedy that operates by the rules of its own self-contained universe .,1,a romantic comedy that follows the rules of its own unique and self-contained world.
train,"4 friends , 2 couples , 2000 miles , and all the pabst blue ribbon beer they can drink - it's the ultimate redneck road-trip .",1,"4 friends, 2 couples, 2000 miles, and all the pabst blue ribbon beer they can drink - it's the ultimate redneck road-trip."
train,the film is often filled with a sense of pure wonderment and excitement not often seen in today's cinema du sarcasm,1,The movie frequently evokes a genuine feeling of amazement and thrill that is rarely witnessed in the current era of sarcastic cinema.
train,"it might be tempting to regard mr . andrew and his collaborators as oddballs , but mr . earnhart's quizzical , charming movie allows us to see them , finally , as artists .",1,"it might be tempting to regard mr. andrew and his collaborators as oddballs, but mr. earnhart's quizzical, charming movie allows us to see them, finally, as artists."
train,a feel-good picture in the best sense of the term .,1,a delightful picture in the best sense of the term.
train,"edited and shot with a syncopated style mimicking the work of his subjects , pray turns the idea of the documentary on its head , making it rousing , invigorating fun lacking any mtv puffery .",1,"pray turns the idea of the documentary on its head, making it rousing, invigorating fun lacking any mtv puffery. pray turns the idea of the documentary on its head, making it rousing, invigorating fun lacking any mtv puffery. pray turns the idea of the documentary on its head, making it rousing, invigorating fun lacking any mtv puffery. pray turns the idea of the documentary on its head, making it rousing, invigorating fun lacking any mtv puffery."
train,"a mostly intelligent , engrossing and psychologically resonant suspenser .",1,a mostly intelligent and psychologically resonant suspenser that is also engrossing.
train,"it's this memory-as-identity obviation that gives secret life its intermittent unease , reaffirming that long-held illusions are indeed reality , and that erasing them recasts the self .",1,"The elimination of memory as a means of defining oneself brings about an unsettling feeling, confirming that cherished illusions are actually real, and that removing them transforms one's identity."
train,"hip-hop has a history , and it's a metaphor for this love story .",1,"Hip-hop is a metaphor for the love story between the rapper and his girlfriend, and it has a history that can be traced back to the 1970s."
train,"in scope , ambition and accomplishment , children of the century . . . takes kurys' career to a whole new level .",1,"the book ""children of the century"" is a groundbreaking work that marks a significant milestone in kurys' writing career. it is a testament to her growth as a writer and her ability to tackle complex themes with depth and nuance."
train,"this may not have the dramatic gut-wrenching impact of other holocaust films , but it's a compelling story , mainly because of the way it's told by the people who were there .",1,"while it may not have the dramatic gut-wrenching impact of other holocaust films, it's a compelling story, mainly because of the way it's told by the people who were there."
train,"between the drama of cube ? s personal revelations regarding what the shop means in the big picture , iconic characters gambol fluidly through the story , with charming results .",1,"In the midst of cube? s personal revelations about the shop? s significance, iconic characters dance through the narrative with delightful results."
train,"a gentle , compassionate drama about grief and healing .",1,"a moving, compassionate drama about grief and healing."
train,"somewhere short of tremors on the modern b-scene : neither as funny nor as clever , though an agreeably unpretentious way to spend ninety minutes .",1,"somewhere short of tremors on the modern b-scene : neither as funny nor as clever, though an agreeably unpretentious way to spend ninety minutes."
train,digital-video documentary about stand-up comedians is a great glimpse into a very different world .,1,A digital-video documentary about stand-up comedians is a great glimpse into a very different world.
train,"unlike most teen flicks , swimming takes its time to tell its story , casts mostly little-known performers in key roles , and introduces some intriguing ambiguity .",1,"unlike most teen flicks, swimming takes its time to tell its story, casts mostly little-known performers in key roles, and introduces some intriguing ambiguity."
train,"an enthralling , playful film that constantly frustrates our desire to know the 'truth' about this man , while deconstructing the very format of the biography in a manner that derrida would doubtless give his blessing to .",1,"an engaging and witty film that continuously frustrates our desire to know the 'truth' about this man, while dismantling the very format of the biography in a manner that Derrida would undoubtedly approve of."
train,""" extreme ops "" exceeds expectations . good fun , good action , good acting , good dialogue , good pace , good cinematography .",1,"extreme ops "" is a movie that surpasses expectations. it is enjoyable, engaging, and well-acted. the dialogue is witty and the pace is fast. the cinematography is also impressive."
train,you should pay nine bucks for this : because you can hear about suffering afghan refugees on the news and still be unaffected . dramas like this make it human .,1,you should pay nine bucks for this : because you can hear about suffering afghan refugees on the news and still be unaffected. dramas like this make it human.
train,"a thunderous ride at first , quiet cadences of pure finesse are few and far between ; their shortage dilutes the potency of otherwise respectable action . still , this flick is fun , and host to some truly excellent sequences .",1,"the film starts with a bang, but moments of pure finesse are scarce ; their scarcity weakens the impact of otherwise commendable action. despite this, the movie is entertaining, and boasts some truly outstanding sequences."
train,"it's obviously struck a responsive chord with many south koreans , and should work its magic in other parts of the world .",1,"it's obvious that it has resonated with many south koreans, and it should have the same effect in other parts of the world."
train,"run , don't walk , to see this barbed and bracing comedy on the big screen .",1,Hurry up and go watch this sharp and invigorating comedy on the big screen.
train,a classy item by a legend who may have nothing left to prove but still has the chops and drive to show how its done .,1,a stylish product from a renowned expert who may have nothing left to prove but still has the skills and determination to demonstrate how it’s done.
train,"it is nature against progress . in fessenden's horror trilogy , this theme has proved important to him and is especially so in the finale .",1,"the conflict between nature and progress is a recurring theme in fessenden's horror trilogy, reaching its climax in the final installment."
train,"it's not exactly a gourmet meal but the fare is fair , even coming from the drive-thru .",1,"it's not exactly a gourmet meal but the fare is fair, even coming from the drive-thru."
train,"this is what imax was made for : strap on a pair of 3-d goggles , shut out the real world , and take a vicarious voyage to the last frontier -- space .",1,"Imax was made for immersive experiences, and a trip to space is one of them. Put on your 3D goggles, block out the real world, and embark on a virtual journey to the final frontier."
train,"merely as a technical , logistical feat , russian ark marks a cinematic milestone .",1,Russian Ark is not just a technical and logistical achievement; it also represents a significant cinematic milestone.
train,"[schweiger is] talented and terribly charismatic , qualities essential to both movie stars and social anarchists .",1,"[Schweiger is] gifted and possesses a magnetic charm, attributes crucial for success in both the movie industry and as a social anarchist."
train,it's a great deal of sizzle and very little steak . but what spectacular sizzle it is ! . . . in this incarnation its fizz is infectious .,1,it's a great deal of sizzle and very little steak. but what spectacular sizzle it is!... in this incarnation its fizz is infectious.
train,an original gem about an obsession with time .,1,a unique and fascinating story that revolves around an individual's fixation with time.
train,it will delight newcomers to the story and those who know it from bygone days .,1,it will delight both newcomers to the story and those who know it from bygone days.
train,gloriously goofy ( and gory ) midnight movie stuff .,1,a gloriously goofy ( and gory ) midnight movie.
train,the film overcomes the regular minefield of coming-of-age cliches with potent doses of honesty and sensitivity .,1,the film avoids the usual pitfalls of coming-of-age cliches by infusing it with strong elements of honesty and sensitivity.
train,"if your senses haven't been dulled by slasher films and gorefests , if you're a connoisseur of psychological horror , this is your ticket .",1,"if your senses haven't been dulled by slasher films and gorefests, if you're a connoisseur of psychological horror, this is your ticket."
train,"it's a minor comedy that tries to balance sweetness with coarseness , while it paints a sad picture of the singles scene .",1,"It's a minor comedy that tries to balance sweetness with coarseness, while it paints a sad picture of the singles scene."
train,it is intensely personal and yet -- unlike quills -- deftly shows us the temper of the times .,1,it is intensely personal and yet -- unlike quills -- deftly shows us the temper of the times.
train,"as lo-fi as the special effects are , the folks who cobbled nemesis together indulge the force of humanity over hardware in a way that george lucas has long forgotten .",1,"The creators of ""Nemesis"" have a preference for human emotion over high-tech special effects, something that George Lucas has long since forgotten."
train,"like mike doesn't win any points for originality . it does succeed by following a feel-good formula with a winning style , and by offering its target audience of urban kids some welcome role models and optimism .",1,"While the movie ""Like Mike"" doesn't offer anything new in terms of originality, it manages to win over its audience by following a tried-and-true formula with a winning style. The film also provides urban kids with positive role models and a sense of optimism, which is a welcome change."
train,"it's a hoot and a half , and a great way for the american people to see what a candidate is like when he's not giving the same 15-cent stump speech .",1,it's incredibly entertaining and a fantastic way for the american people to see what a candidate is really like when they're not just giving the same 15-cent stump speech.
train,"far from perfect , but its heart is in the right place . . . innocent and well-meaning .",1,"not without flaws, but its intentions are good... sincere and kind-hearted."
train,"a sad , superior human comedy played out on the back roads of life .",1,"a tragicomic, yet profound, portrayal of human existence unfolding in the remote corners of society."
train,"waydowntown is by no means a perfect film , but its boasts a huge charm factor and smacks of originality .",1,"Waydowntown is not a flawless film, yet it possesses a large amount of charm and has an original feel to it."
train,"tim allen is great in his role but never hogs the scenes from his fellow cast , as there are plenty of laughs and good lines for everyone in this comedy .",1,"Tim Allen is a great actor in his role, but he never takes up all the attention from his fellow cast members. There are plenty of laughs and good lines for everyone in this comedy."
train,"more a load of enjoyable , conan-esque claptrap than the punishing , special-effects soul assaults the mummy pictures represent .",1,"The movie is more of an enjoyable, Conan-esque piece of claptrap than the punishing, special-effects soul assaults that the Mummy pictures represent."
train,"enormously likable , partly because it is aware of its own grasp of the absurd .",1,"The text is extremely appealing, mainly because it recognizes its own understanding of the absurd."
train,"here's a british flick gleefully unconcerned with plausibility , yet just as determined to entertain you .",1,"here's a british film that gleefully ignores plausibility, yet is just as determined to entertain you."
train,"it's an old story , but a lively script , sharp acting and partially animated interludes make just a kiss seem minty fresh .",1,"It's a familiar tale, but the lively script, sharp acting, and partially animated interludes make Just a Kiss seem minty fresh."
train,must be seen to be believed .,1,cannot be fully comprehended without witnessing it firsthand.
train,"ray liotta and jason patric do some of their best work in their underwritten roles , but don't be fooled : nobody deserves any prizes here .",1,"ray liotta and jason patric do some of their best work in their underwritten roles, but don't be fooled : nobody deserves any prizes here."
train,"everything that has to do with yvan and charlotte , and everything that has to do with yvan's rambunctious , jewish sister and her non-jew husband , feels funny and true .",1,"Everything that has to do with Yvan and Charlotte, and everything that has to do with Yvan's rambunctious Jewish sister and her non-Jewish husband, feels funny and true."
train,"sweet home alabama "" is what it is  a nice , harmless date film . . .",1,"Sweet Home Alabama"" is what it is  a nice, harmless date film..."
train,"the year's happiest surprise , a movie that deals with a real subject in an always surprising way .",1,The year's happiest surprise was a movie that dealt with a real subject in an always surprising way.
train,fans of behan's work and of irish movies in general will be rewarded by borstal boy .,1,Admirers of Behan's work and those who enjoy Irish films will find Borstal Boy to be a rewarding experience.
train,"its mysteries are transparently obvious , and it's too slowly paced to be a thriller . [but it's] worth recommending because of two marvelous performances by michael caine and brendan fraser .",1,"The movie's mysteries are easily discernible, and its slow pace fails to generate suspense. Nonetheless, it's worth watching for the outstanding performances by Michael Caine and Brendan Fraser."
train,"the film is faithful to what one presumes are the book's twin premises -- that we become who we are on the backs of our parents , but we have no idea who they were at our age ; and that time is a fleeting and precious commodity no matter how old you are .",1,"the film adheres to what one assumes are the book's dual premises -- that we become who we are on the backs of our parents, but we have no idea who they were at our age ; and that time is a fleeting and precious commodity no matter how old you are."
